date,geography,geography code,Accommodation type: A caravan or other mobile or temporary structure,Accommodation type: Detached,"Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop",Accommodation type: In a purpose-built block of flats or tenement,"Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of another converted building, for example, former school, church or warehouse",Accommodation type: Semi-detached,Accommodation type: Terraced,Accommodation type: Total
2021,City of London 001A,E01000001,0,0,7,803,0,11,3,13,837
2021,City of London 001B,E01000002,0,1,9,769,2,13,2,29,825
2021,City of London 001C,E01000003,0,1,7,994,2,13,0,0,1017
2021,City of London 001E,E01000005,0,0,10,457,5,5,0,2,479
2021,Barking and Dagenham 016A,E01000006,1,34,0,121,24,3,88,283,554
2021,Barking and Dagenham 015A,E01000007,7,15,14,939,8,8,47,153,1191
2021,Barking and Dagenham 015B,E01000008,1,6,8,494,8,1,11,22,551
2021,Barking and Dagenham 016B,E01000009,0,28,14,248,25,6,49,231,601
2021,Barking and Dagenham 016C,E01000011,0,48,0,35,68,5,95,222,473
2021,Barking and Dagenham 015D,E01000012,0,13,1,555,11,1,70,131,782
2021,Barking and Dagenham 013A,E01000013,0,48,12,25,12,0,151,369,617
2021,Barking and Dagenham 013B,E01000014,0,33,1,62,26,1,127,385,635
2021,Barking and Dagenham 009A,E01000015,0,29,0,242,15,1,165,383,835
2021,Barking and Dagenham 009B,E01000016,1,49,7,17,18,0,136,401,629
2021,Barking and Dagenham 009C,E01000017,0,39,0,36,22,1,142,355,595
2021,Barking and Dagenham 009D,E01000018,0,36,1,7,10,1,170,420,645
2021,Barking and Dagenham 023A,E01000019,0,31,3,23,13,1,165,265,501
2021,Barking and Dagenham 023B,E01000020,1,36,5,78,23,1,230,290,664
2021,Barking and Dagenham 008A,E01000021,0,45,47,78,23,3,192,205,593
2021,Barking and Dagenham 008B,E01000022,0,22,0,15,6,0,202,233,478
2021,Barking and Dagenham 008D,E01000024,1,20,0,8,10,0,172,248,459
2021,Barking and Dagenham 008E,E01000025,1,39,2,75,8,2,142,425,694
2021,Barking and Dagenham 001A,E01000027,0,37,0,152,9,3,200,262,663
2021,Barking and Dagenham 001B,E01000028,0,30,2,297,5,2,86,198,620
2021,Barking and Dagenham 001C,E01000029,0,46,1,101,4,0,345,182,679
2021,Barking and Dagenham 001D,E01000030,1,16,7,549,14,0,153,168,908
2021,Barking and Dagenham 002A,E01000031,0,32,2,90,17,3,203,249,596
2021,Barking and Dagenham 002B,E01000032,1,21,27,195,28,12,286,152,722
2021,Barking and Dagenham 006A,E01000033,1,16,0,177,0,2,170,186,552
2021,Barking and Dagenham 003A,E01000034,0,38,0,54,17,1,259,144,513
2021,Barking and Dagenham 010A,E01000035,0,25,16,174,15,0,99,267,596
2021,Barking and Dagenham 010B,E01000036,0,30,5,27,15,3,179,212,471
2021,Barking and Dagenham 003B,E01000037,0,18,2,37,5,1,232,293,588
2021,Barking and Dagenham 003C,E01000038,0,10,5,59,7,3,235,244,563
2021,Barking and Dagenham 003D,E01000039,5,33,4,118,6,1,170,301,638
2021,Barking and Dagenham 019A,E01000040,0,49,9,189,30,1,134,243,655
2021,Barking and Dagenham 017A,E01000041,1,38,0,17,8,3,146,389,602
2021,Barking and Dagenham 017B,E01000042,1,24,0,259,6,0,105,261,656
2021,Barking and Dagenham 019B,E01000043,0,19,4,67,9,1,244,127,471
2021,Barking and Dagenham 016D,E01000044,1,59,2,87,27,4,142,340,662
2021,Barking and Dagenham 017C,E01000045,0,35,8,86,5,1,114,328,577
2021,Barking and Dagenham 017D,E01000046,0,32,0,76,12,3,154,384,661
2021,Barking and Dagenham 021C,E01000049,0,16,1,373,6,0,68,112,576
2021,Barking and Dagenham 019C,E01000050,0,39,8,217,14,0,90,266,634
2021,Barking and Dagenham 021D,E01000051,0,3,0,392,3,1,13,19,431
2021,Barking and Dagenham 019D,E01000052,1,64,3,114,33,1,171,408,795
2021,Barking and Dagenham 020A,E01000053,3,30,19,219,20,3,124,234,652
2021,Barking and Dagenham 018A,E01000054,0,42,0,28,4,0,152,414,640
2021,Barking and Dagenham 018B,E01000055,2,27,0,18,4,0,167,345,563
2021,Barking and Dagenham 018C,E01000056,0,29,2,72,5,0,124,330,562
2021,Barking and Dagenham 012A,E01000057,0,24,12,71,8,0,113,301,529
2021,Barking and Dagenham 018D,E01000058,0,41,0,80,8,0,183,387,699
2021,Barking and Dagenham 013C,E01000059,1,38,1,24,10,1,120,371,566
2021,Barking and Dagenham 006B,E01000060,0,33,5,309,10,3,205,248,813
2021,Barking and Dagenham 006C,E01000061,0,5,3,685,4,1,15,37,750
2021,Barking and Dagenham 006D,E01000062,0,37,0,93,11,1,262,362,766
2021,Barking and Dagenham 004A,E01000063,0,35,1,27,27,2,137,392,621
2021,Barking and Dagenham 006E,E01000064,0,47,19,172,8,1,252,297,796
2021,Barking and Dagenham 007A,E01000065,0,38,2,230,23,1,143,346,783
2021,Barking and Dagenham 011A,E01000066,0,21,1,213,6,0,185,283,709
2021,Barking and Dagenham 011B,E01000067,0,26,0,204,2,0,126,303,661
2021,Barking and Dagenham 016E,E01000068,0,35,1,35,26,1,128,249,475
2021,Barking and Dagenham 011C,E01000069,1,25,0,9,3,0,152,345,535
2021,Barking and Dagenham 011D,E01000070,1,41,11,60,13,0,181,272,579
2021,Barking and Dagenham 011E,E01000071,0,30,13,203,7,0,188,363,804
2021,Barking and Dagenham 017E,E01000072,0,36,17,183,22,0,156,323,737
2021,Barking and Dagenham 012B,E01000073,1,43,0,34,20,1,179,387,665
2021,Barking and Dagenham 012C,E01000074,1,45,0,73,20,0,140,347,626
2021,Barking and Dagenham 012D,E01000075,1,41,10,10,4,1,311,262,640
2021,Barking and Dagenham 012E,E01000076,0,59,1,145,34,1,146,407,793
2021,Barking and Dagenham 008F,E01000077,0,45,14,66,13,2,102,352,594
2021,Barking and Dagenham 007B,E01000078,0,42,14,51,6,2,140,365,620
2021,Barking and Dagenham 009E,E01000079,0,27,0,54,16,0,182,343,622
2021,Barking and Dagenham 007C,E01000080,0,31,0,52,13,1,134,377,608
2021,Barking and Dagenham 007D,E01000081,0,46,1,20,23,0,164,399,653
2021,Barking and Dagenham 007E,E01000082,0,39,13,82,37,0,149,376,696
2021,Barking and Dagenham 007F,E01000083,0,33,1,52,15,0,219,313,633
2021,Barking and Dagenham 013D,E01000084,1,35,6,30,9,0,90,335,506
2021,Barking and Dagenham 013E,E01000085,1,33,15,86,14,1,106,318,574
2021,Barking and Dagenham 013F,E01000086,0,35,0,10,8,0,89,347,489
2021,Barking and Dagenham 020B,E01000087,1,38,21,69,5,0,193,192,519
2021,Barking and Dagenham 020C,E01000088,0,34,1,85,16,0,146,321,603
2021,Barking and Dagenham 020D,E01000089,0,54,1,27,24,2,136,359,603
2021,Barking and Dagenham 020E,E01000090,0,44,1,37,37,1,135,303,558
2021,Barking and Dagenham 022A,E01000091,1,30,1,298,10,1,133,198,672
2021,Barking and Dagenham 022B,E01000093,0,18,10,405,7,0,84,143,667
2021,Barking and Dagenham 022C,E01000094,0,38,1,479,5,0,118,202,843
2021,Barking and Dagenham 018E,E01000095,0,51,3,119,1,0,190,373,737
2021,Barking and Dagenham 022D,E01000096,1,28,5,157,7,0,64,222,484
2021,Barking and Dagenham 023C,E01000097,0,41,1,89,12,1,176,364,684
2021,Barking and Dagenham 023D,E01000098,0,22,16,95,18,2,241,228,622
2021,Barking and Dagenham 023E,E01000099,1,60,1,139,12,6,229,487,935
2021,Barking and Dagenham 004B,E01000100,0,39,0,81,18,0,152,366,656
2021,Barking and Dagenham 004C,E01000101,0,39,9,49,9,1,151,321,579
2021,Barking and Dagenham 007G,E01000102,0,51,1,65,14,0,121,376,628
2021,Barking and Dagenham 014A,E01000103,0,19,2,66,11,0,357,78,533
2021,Barking and Dagenham 014B,E01000104,0,53,3,439,7,1,80,111,694
2021,Barking and Dagenham 014C,E01000105,0,25,35,450,13,1,93,317,934
2021,Barking and Dagenham 014D,E01000106,0,27,8,556,12,2,102,165,872
2021,Barking and Dagenham 010C,E01000107,0,88,0,92,13,2,156,250,601
2021,Barking and Dagenham 010D,E01000108,1,29,18,230,6,2,172,226,684
2021,Barking and Dagenham 002C,E01000110,0,47,1,31,17,1,176,250,523
2021,Barking and Dagenham 002D,E01000111,0,33,1,348,26,1,142,197,748
2021,Barking and Dagenham 002E,E01000112,2,23,23,269,28,1,131,223,700
2021,Barking and Dagenham 002F,E01000113,0,20,30,66,55,3,136,332,642
2021,Barking and Dagenham 004E,E01000114,0,37,21,84,28,2,172,413,757
2021,Barnet 009A,E01000115,0,128,0,9,5,0,329,9,480
2021,Barnet 009B,E01000116,0,16,21,41,7,0,251,283,619
2021,Barnet 010A,E01000117,0,25,15,116,18,4,387,131,696
2021,Barnet 010B,E01000118,0,14,0,113,25,5,345,252,754
2021,Barnet 009C,E01000119,1,67,0,20,6,0,374,160,628
2021,Barnet 009D,E01000120,1,17,0,5,6,0,389,78,496
2021,Barnet 010C,E01000121,0,14,0,165,7,0,113,226,525
2021,Barnet 009E,E01000122,0,24,1,36,4,0,428,26,519
2021,Barnet 010D,E01000123,0,25,2,154,34,2,242,273,732
2021,Barnet 010E,E01000124,0,17,9,361,54,3,74,275,793
2021,Barnet 026A,E01000126,0,28,0,401,27,3,112,198,769
2021,Barnet 024B,E01000127,0,25,0,104,22,0,107,258,516
2021,Barnet 024C,E01000128,0,26,1,70,21,1,246,270,635
2021,Barnet 024D,E01000129,0,19,38,278,23,4,67,145,574
2021,Barnet 021A,E01000130,0,36,4,223,20,1,103,271,658
2021,Barnet 024E,E01000131,0,28,1,289,21,2,311,61,713
2021,Barnet 021B,E01000132,0,33,0,77,11,0,112,272,505
2021,Barnet 021C,E01000133,0,36,0,69,48,2,126,298,579
2021,Barnet 024F,E01000134,0,23,0,174,10,6,132,291,636
2021,Barnet 038A,E01000135,0,113,1,170,97,2,229,14,626
2021,Barnet 038B,E01000136,0,216,2,126,85,4,119,12,564
2021,Barnet 041A,E01000137,0,11,3,474,44,10,35,96,673
2021,Barnet 040A,E01000138,0,74,3,109,154,3,234,77,654
2021,Barnet 041B,E01000139,0,72,7,240,70,1,128,24,542
2021,Barnet 041C,E01000140,0,42,23,543,99,6,47,106,866
2021,Barnet 039A,E01000141,1,19,35,234,264,7,43,184,787
2021,Barnet 040B,E01000142,1,24,0,472,84,6,191,114,892
2021,Barnet 041D,E01000143,2,10,4,402,47,0,104,109,678
2021,Barnet 038C,E01000144,1,34,20,319,196,11,144,18,743
2021,Barnet 037A,E01000145,0,47,1,47,90,3,268,32,488
2021,Barnet 038D,E01000146,2,35,114,338,207,10,153,8,867
2021,Barnet 043F,E01000147,1,45,8,19,28,2,452,4,559
2021,Barnet 036A,E01000150,1,30,0,305,26,0,231,182,775
2021,Barnet 026B,E01000151,0,17,0,489,8,1,18,120,653
2021,Barnet 026C,E01000152,0,9,0,670,6,0,85,159,929
2021,Barnet 026D,E01000153,0,30,1,423,13,3,100,172,742
2021,Barnet 026E,E01000154,0,22,3,469,4,0,54,156,708
2021,Barnet 022A,E01000156,0,25,21,179,200,4,186,133,748
2021,Barnet 022B,E01000157,0,16,2,358,82,0,92,119,669
2021,Barnet 015A,E01000158,1,19,2,145,130,0,119,131,547
2021,Barnet 015B,E01000159,0,69,0,183,21,0,348,27,648
2021,Barnet 015C,E01000160,3,35,7,208,176,92,97,184,802
2021,Barnet 015D,E01000161,0,31,7,337,92,102,61,178,808
2021,Barnet 015E,E01000162,0,22,21,112,32,4,257,103,551
2021,Barnet 022C,E01000163,0,13,2,607,36,3,37,98,796
2021,Barnet 022D,E01000164,0,22,1,333,22,3,168,98,647
2021,Barnet 022E,E01000165,0,75,1,201,3,1,153,272,706
2021,Barnet 003A,E01000166,0,69,3,183,10,10,318,60,653
2021,Barnet 002A,E01000167,0,22,0,147,47,0,262,44,522
2021,Barnet 003B,E01000168,0,142,0,4,1,0,409,2,558
2021,Barnet 003C,E01000169,0,140,0,204,92,5,152,102,695
2021,Barnet 006A,E01000170,1,134,6,140,88,4,235,91,699
2021,Barnet 006B,E01000171,0,21,36,560,111,16,110,143,997
2021,Barnet 003D,E01000172,0,54,2,85,19,2,286,160,608
2021,Barnet 006C,E01000173,0,16,3,117,5,1,113,353,608
2021,Barnet 006D,E01000174,0,12,49,310,83,3,226,79,762
2021,Barnet 006E,E01000175,0,65,4,112,16,0,337,108,642
2021,Barnet 027A,E01000176,0,19,3,329,31,1,82,255,720
2021,Barnet 029A,E01000177,0,15,7,201,102,5,95,266,691
2021,Barnet 027B,E01000178,1,19,13,227,93,11,177,136,677
2021,Barnet 029B,E01000179,0,13,0,345,156,2,49,206,771
2021,Barnet 029C,E01000180,2,11,1,401,54,2,122,74,667
2021,Barnet 029D,E01000181,1,18,53,97,165,7,128,216,685
2021,Barnet 029E,E01000182,1,5,24,210,155,4,40,292,731
2021,Barnet 033A,E01000183,0,46,11,260,41,2,180,64,604
2021,Barnet 027C,E01000184,0,15,5,452,13,0,68,155,708
2021,Barnet 029F,E01000185,1,7,4,560,12,4,15,41,644
2021,Barnet 014A,E01000186,0,220,0,7,7,0,271,4,509
2021,Barnet 014B,E01000187,1,112,3,121,1,0,309,49,596
2021,Barnet 014C,E01000188,0,260,0,42,6,1,194,5,508
2021,Barnet 014D,E01000189,0,37,0,755,7,1,43,138,981
2021,Barnet 014E,E01000190,0,125,0,85,6,3,307,43,569
2021,Barnet 014F,E01000191,0,167,6,129,31,0,212,11,556
2021,Barnet 018A,E01000192,1,153,53,273,33,2,183,7,705
2021,Barnet 018B,E01000193,1,95,9,253,61,9,265,18,711
2021,Barnet 018C,E01000194,0,27,49,211,74,11,274,57,703
2021,Barnet 013A,E01000195,1,28,1,332,7,0,159,189,717
2021,Barnet 028A,E01000196,0,15,44,731,204,18,44,35,1091
2021,Barnet 023A,E01000197,0,27,4,105,260,6,209,120,731
2021,Barnet 025A,E01000198,0,87,0,313,31,0,323,26,780
2021,Barnet 025B,E01000199,0,105,6,324,24,1,184,13,657
2021,Barnet 028B,E01000200,0,81,2,446,103,5,144,94,875
2021,Barnet 028C,E01000201,1,275,1,114,32,0,100,3,526
2021,Barnet 028D,E01000202,0,103,9,113,141,1,241,7,615
2021,Barnet 028E,E01000203,0,88,1,438,23,2,105,27,684
2021,Barnet 025C,E01000204,0,69,9,214,131,12,234,25,694
2021,Barnet 035A,E01000205,0,86,0,34,4,0,319,162,605
2021,Barnet 033B,E01000206,0,307,2,116,18,4,58,16,521
2021,Barnet 033C,E01000207,0,144,26,211,13,2,227,23,646
2021,Barnet 033D,E01000208,0,113,2,266,21,3,221,9,635
2021,Barnet 035B,E01000209,1,54,1,125,13,1,237,311,743
2021,Barnet 033E,E01000210,0,62,4,191,25,1,273,32,588
2021,Barnet 035C,E01000211,0,4,64,598,95,14,85,66,926
2021,Barnet 035D,E01000212,0,96,0,88,99,2,160,107,552
2021,Barnet 033F,E01000213,0,225,0,53,11,3,156,4,452
2021,Barnet 038E,E01000214,0,31,1,449,62,3,164,61,771
2021,Barnet 037B,E01000215,0,88,3,338,69,2,185,21,706
2021,Barnet 035E,E01000216,0,103,3,154,198,2,231,30,721
2021,Barnet 035F,E01000217,1,126,3,71,93,4,225,29,552
2021,Barnet 037C,E01000218,1,67,14,185,103,1,198,12,581
2021,Barnet 037D,E01000219,0,35,1,122,200,3,162,136,659
2021,Barnet 037E,E01000220,0,18,3,182,186,9,190,93,681
2021,Barnet 039B,E01000221,0,35,1,306,29,2,78,77,528
2021,Barnet 040C,E01000222,1,36,1,115,108,0,421,48,730
2021,Barnet 039C,E01000223,0,37,2,326,41,0,139,202,747
2021,Barnet 040D,E01000224,2,25,7,40,71,2,401,8,556
2021,Barnet 037F,E01000225,0,159,0,148,59,11,197,5,579
2021,Barnet 018D,E01000226,0,31,1,69,28,1,160,312,602
2021,Barnet 018E,E01000227,0,26,0,12,30,0,527,4,599
2021,Barnet 007A,E01000228,0,94,1,36,8,0,269,50,458
2021,Barnet 013B,E01000229,0,26,0,170,17,3,281,89,586
2021,Barnet 013C,E01000230,0,134,6,162,14,1,337,5,659
2021,Barnet 013D,E01000231,0,31,1,182,63,2,334,5,618
2021,Barnet 013E,E01000232,0,119,4,163,14,1,324,80,705
2021,Barnet 013F,E01000233,0,25,20,88,48,2,457,21,661
2021,Barnet 021D,E01000234,0,140,4,155,80,11,211,75,676
2021,Barnet 021E,E01000235,0,56,17,103,46,6,171,255,654
2021,Barnet 034A,E01000236,0,62,1,448,27,0,157,2,697
2021,Barnet 032A,E01000237,0,115,15,360,75,9,91,62,727
2021,Barnet 034B,E01000238,0,34,3,114,118,4,166,206,645
2021,Barnet 031A,E01000239,0,25,4,606,56,5,189,48,933
2021,Barnet 031B,E01000240,0,44,0,79,124,2,368,7,624
2021,Barnet 031C,E01000241,1,148,2,264,160,2,123,2,702
2021,Barnet 032B,E01000242,1,149,2,258,39,1,117,28,595
2021,Barnet 032C,E01000243,0,27,30,420,242,10,104,68,901
2021,Barnet 032D,E01000244,0,75,22,179,123,2,131,92,624
2021,Barnet 032E,E01000245,0,38,36,680,52,5,39,27,877
2021,Barnet 002B,E01000246,0,165,0,160,19,0,287,13,644
2021,Barnet 002C,E01000247,0,77,6,240,51,0,207,150,731
2021,Barnet 001A,E01000248,0,42,20,123,87,13,161,270,716
2021,Barnet 001B,E01000249,0,179,0,84,21,3,244,90,621
2021,Barnet 001C,E01000250,1,86,71,475,89,24,296,103,1145
2021,Barnet 002D,E01000251,1,41,19,648,110,9,164,66,1058
2021,Barnet 002E,E01000252,0,92,3,369,76,2,210,40,792
2021,Barnet 007B,E01000253,0,480,1,79,7,2,90,51,710
2021,Barnet 001D,E01000254,0,162,0,42,18,18,133,259,632
2021,Barnet 017A,E01000255,1,75,4,207,20,8,239,78,632
2021,Barnet 016A,E01000256,1,199,0,183,7,2,209,76,677
2021,Barnet 017B,E01000257,0,33,7,664,53,5,82,69,913
2021,Barnet 016B,E01000258,0,113,5,205,136,19,178,123,779
2021,Barnet 025D,E01000259,1,52,7,196,22,1,561,139,979
2021,Barnet 025E,E01000260,0,41,5,260,78,1,321,133,839
2021,Barnet 017C,E01000261,0,174,1,126,44,22,256,58,681
2021,Barnet 016C,E01000263,0,361,0,6,9,0,103,22,501
2021,Barnet 016D,E01000264,0,136,85,236,86,3,133,37,716
2021,Barnet 011A,E01000265,0,24,14,306,135,3,175,112,769
2021,Barnet 011B,E01000266,0,181,2,6,15,0,285,19,508
2021,Barnet 005A,E01000267,0,32,5,102,20,4,386,30,579
2021,Barnet 005B,E01000268,1,60,49,590,87,29,108,8,932
2021,Barnet 005C,E01000269,0,32,0,61,12,1,304,136,546
2021,Barnet 005D,E01000270,0,88,0,269,24,4,205,44,634
2021,Barnet 008A,E01000271,0,176,6,169,13,1,207,41,613
2021,Barnet 008B,E01000272,0,300,1,79,14,6,96,3,499
2021,Barnet 008C,E01000273,1,88,29,412,21,6,111,75,743
2021,Barnet 011C,E01000274,0,33,6,206,50,3,353,46,697
2021,Barnet 012A,E01000275,0,69,3,315,21,2,106,150,666
2021,Barnet 020A,E01000276,1,110,1,1,0,0,379,4,496
2021,Barnet 012B,E01000277,0,28,0,574,38,11,42,52,745
2021,Barnet 020B,E01000278,0,53,5,4,4,0,432,5,503
2021,Barnet 007C,E01000279,0,385,0,6,16,4,77,19,507
2021,Barnet 007D,E01000280,0,235,6,15,4,1,243,4,508
2021,Barnet 008D,E01000281,0,31,26,352,15,18,106,234,782
2021,Barnet 008E,E01000282,0,50,2,138,37,1,346,119,693
2021,Barnet 012C,E01000283,0,177,1,1,0,4,293,1,477
2021,Barnet 012D,E01000284,0,63,1,504,57,5,86,98,814
2021,Barnet 004A,E01000285,1,100,0,122,27,1,174,189,614
2021,Barnet 007E,E01000286,0,25,1,138,10,0,259,233,666
2021,Barnet 004B,E01000287,0,28,4,119,31,0,271,158,611
2021,Barnet 004C,E01000288,0,7,0,64,5,2,387,98,563
2021,Barnet 004D,E01000289,0,19,0,146,3,0,96,284,548
2021,Barnet 007F,E01000290,117,194,3,73,6,1,212,63,669
2021,Barnet 004E,E01000291,2,14,0,268,15,3,178,139,619
2021,Barnet 001E,E01000292,0,102,6,224,20,1,237,65,655
2021,Barnet 001F,E01000293,0,96,20,109,38,17,365,61,706
2021,Barnet 004F,E01000294,0,104,6,296,34,5,215,71,731
2021,Barnet 023B,E01000295,0,22,2,119,161,5,169,173,651
2021,Barnet 023C,E01000296,1,20,21,328,186,1,165,48,770
2021,Barnet 027D,E01000297,0,11,2,91,154,2,73,205,538
2021,Barnet 023D,E01000298,0,20,53,246,178,13,150,70,730
2021,Barnet 019A,E01000299,2,15,49,416,136,15,91,181,905
2021,Barnet 019B,E01000300,1,18,1,196,145,11,156,152,680
2021,Barnet 020C,E01000301,0,51,5,74,30,0,354,17,531
2021,Barnet 019C,E01000302,1,23,7,562,134,6,55,50,838
2021,Barnet 020D,E01000303,0,24,0,63,48,0,305,93,533
2021,Barnet 020E,E01000304,0,17,1,169,208,4,120,84,603
2021,Barnet 036B,E01000305,1,35,23,356,52,4,156,25,652
2021,Barnet 036C,E01000306,0,33,3,83,168,3,133,196,619
2021,Barnet 039D,E01000307,1,24,0,36,75,2,262,151,551
2021,Barnet 036D,E01000308,0,10,4,773,9,1,53,109,959
2021,Barnet 031D,E01000309,1,204,0,218,136,3,129,15,706
2021,Barnet 034C,E01000310,0,125,26,297,98,9,207,85,847
2021,Barnet 034D,E01000311,0,241,2,73,55,1,139,6,517
2021,Barnet 036E,E01000312,0,30,0,205,19,0,171,296,721
2021,Barnet 036F,E01000313,0,43,9,340,159,8,59,92,710
2021,Barnet 032F,E01000314,1,205,15,253,169,5,117,16,781
2021,Barnet 022F,E01000315,0,34,1,138,14,2,223,222,634
2021,Barnet 027E,E01000316,0,13,9,431,81,4,156,194,888
2021,Barnet 019D,E01000317,1,19,7,278,112,1,158,61,637
2021,Barnet 019E,E01000318,1,27,6,28,59,1,324,190,636
2021,Barnet 027F,E01000319,0,21,1,21,72,1,137,244,497
2021,Barnet 011D,E01000320,1,50,17,357,26,14,176,171,812
2021,Barnet 012E,E01000321,1,17,24,297,184,4,105,200,832
2021,Barnet 011E,E01000322,1,33,7,525,96,3,113,25,803
2021,Barnet 019F,E01000323,0,12,80,519,189,22,96,102,1020
2021,Barnet 015F,E01000324,0,33,8,165,50,0,250,143,649
2021,Bexley 014A,E01000325,0,25,16,11,2,0,524,8,586
2021,Bexley 014B,E01000326,0,4,5,19,6,0,119,391,544
2021,Bexley 017A,E01000327,1,102,3,56,14,3,415,30,624
2021,Bexley 017B,E01000328,0,72,1,81,13,0,330,115,612
2021,Bexley 017C,E01000329,0,32,2,155,11,1,394,63,658
2021,Bexley 017D,E01000330,0,42,14,257,28,1,231,195,768
2021,Bexley 017E,E01000331,0,18,1,86,26,1,371,115,618
2021,Bexley 005A,E01000332,0,72,2,144,16,0,262,119,615
2021,Bexley 003A,E01000333,1,54,38,384,10,6,108,209,810
2021,Bexley 006A,E01000334,0,42,4,78,6,0,283,226,639
2021,Bexley 003B,E01000335,1,45,4,502,25,1,225,242,1045
2021,Bexley 003C,E01000336,0,25,10,489,24,10,84,151,793
2021,Bexley 003D,E01000337,0,33,4,150,39,2,171,246,645
2021,Bexley 003E,E01000338,1,51,4,142,54,7,179,253,691
2021,Bexley 025A,E01000339,0,33,1,23,10,0,392,142,601
2021,Bexley 018A,E01000340,0,60,6,53,2,0,248,257,626
2021,Bexley 022A,E01000341,0,79,2,63,3,1,338,137,623
2021,Bexley 022B,E01000342,0,13,1,87,1,0,97,436,635
2021,Bexley 022C,E01000343,1,38,33,16,4,0,317,150,559
2021,Bexley 025B,E01000344,0,36,18,28,16,0,395,144,637
2021,Bexley 022D,E01000345,0,23,0,0,1,1,313,153,491
2021,Bexley 021A,E01000346,0,13,1,6,1,0,206,391,618
2021,Bexley 021B,E01000347,0,10,28,58,3,1,137,390,627
2021,Bexley 020A,E01000348,0,79,0,2,0,1,435,8,525
2021,Bexley 020B,E01000349,1,158,0,37,3,1,449,8,657
2021,Bexley 021C,E01000350,0,5,18,6,3,1,321,169,523
2021,Bexley 024A,E01000351,0,64,0,1,0,0,267,294,626
2021,Bexley 021D,E01000352,1,53,27,180,33,2,237,133,666
2021,Bexley 011A,E01000353,1,107,1,2,0,0,485,58,654
2021,Bexley 011B,E01000354,1,12,1,113,13,1,328,141,610
2021,Bexley 011C,E01000355,0,75,0,3,0,0,427,98,603
2021,Bexley 009A,E01000356,0,29,28,20,3,1,526,21,628
2021,Bexley 009B,E01000357,0,5,0,0,0,0,478,5,488
2021,Bexley 011D,E01000358,0,31,16,133,34,2,338,110,664
2021,Bexley 009C,E01000359,0,22,5,20,3,3,434,8,495
2021,Bexley 015A,E01000360,1,73,76,181,50,3,188,199,771
2021,Bexley 020C,E01000361,0,79,2,29,9,1,303,178,601
2021,Bexley 015B,E01000362,0,76,4,240,9,0,346,103,778
2021,Bexley 020D,E01000363,0,168,3,43,13,4,309,25,565
2021,Bexley 023A,E01000364,0,93,2,142,10,0,382,18,647
2021,Bexley 015C,E01000365,0,38,4,222,53,2,336,51,706
2021,Bexley 015D,E01000366,1,43,4,75,16,8,325,187,659
2021,Bexley 010A,E01000367,0,20,1,225,3,1,356,190,796
2021,Bexley 010B,E01000368,0,8,0,143,4,0,379,92,626
2021,Bexley 014C,E01000369,0,19,2,37,14,0,359,198,629
2021,Bexley 014D,E01000370,0,98,17,66,3,0,342,109,635
2021,Bexley 014E,E01000371,0,20,0,126,24,0,414,45,629
2021,Bexley 010C,E01000372,0,30,5,86,5,0,424,42,592
2021,Bexley 008A,E01000373,0,15,3,255,9,1,42,136,461
2021,Bexley 019A,E01000374,4,14,0,1,0,0,328,178,525
2021,Bexley 019B,E01000375,0,16,3,147,3,0,309,308,786
2021,Bexley 019C,E01000376,0,21,2,42,5,0,306,236,612
2021,Bexley 019D,E01000377,0,32,0,188,8,1,290,134,653
2021,Bexley 019F,E01000379,2,73,1,48,8,1,329,208,670
2021,Bexley 010D,E01000380,0,6,0,513,17,13,226,129,904
2021,Bexley 028A,E01000381,0,31,1,174,39,3,339,69,656
2021,Bexley 027A,E01000382,0,29,6,57,18,2,467,9,588
2021,Bexley 028B,E01000383,0,122,5,35,5,2,349,108,626
2021,Bexley 027B,E01000384,1,73,3,225,23,2,207,225,759
2021,Bexley 028C,E01000385,0,19,11,303,5,4,186,257,785
2021,Bexley 028D,E01000386,4,10,1,391,12,3,83,138,642
2021,Bexley 027C,E01000387,0,30,0,50,4,0,512,29,625
2021,Bexley 016A,E01000388,0,93,0,8,7,0,463,28,599
2021,Bexley 020E,E01000389,0,146,1,240,17,3,232,74,713
2021,Bexley 020F,E01000390,0,83,0,50,11,0,274,96,514
2021,Bexley 021E,E01000391,0,2,0,7,2,0,332,296,639
2021,Bexley 016B,E01000392,1,11,74,345,24,0,195,112,762
2021,Bexley 020G,E01000393,0,27,8,6,18,1,278,284,622
2021,Bexley 015E,E01000394,0,40,14,190,15,1,291,119,670
2021,Bexley 018B,E01000395,0,14,2,15,1,0,427,89,548
2021,Bexley 018C,E01000396,0,3,1,3,1,0,237,261,506
2021,Bexley 029A,E01000398,0,26,0,1,0,0,392,190,609
2021,Bexley 029B,E01000399,0,54,17,102,11,3,394,39,620
2021,Bexley 029C,E01000400,0,11,0,97,7,0,449,28,592
2021,Bexley 013A,E01000401,0,16,20,135,23,3,356,137,690
2021,Bexley 005B,E01000402,0,72,0,296,18,21,117,128,652
2021,Bexley 004A,E01000403,0,46,16,678,20,14,202,84,1060
2021,Bexley 004B,E01000404,0,15,10,718,23,4,50,171,991
2021,Bexley 004C,E01000405,0,27,0,57,9,1,155,315,564
2021,Bexley 005C,E01000406,1,42,7,173,60,1,183,321,788
