date,geography,geography code,"Occupation (current): 1. Managers, directors and senior officials",Occupation (current): 2. Professional occupations,Occupation (current): 3. Associate professional and technical occupations,Occupation (current): 4. Administrative and secretarial occupations,Occupation (current): 5. Skilled trades occupations,"Occupation (current): 6. Caring, leisure and other service occupations",Occupation (current): 7. Sales and customer service occupations,"Occupation (current): 8. Process, plant and machine operatives",Occupation (current): 9. Elementary occupations,Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census
2021,Islington 009A,E01002738,181,386,216,51,22,46,42,26,45,1015
2021,Islington 013A,E01002739,183,455,241,56,19,28,25,12,29,1048
2021,Islington 013B,E01002740,314,573,262,75,29,39,45,14,40,1391
2021,Islington 009B,E01002741,63,171,145,59,48,71,52,31,62,702
2021,Islington 006A,E01002742,214,403,219,77,33,58,97,40,29,1170
2021,Islington 009C,E01002743,175,315,193,38,29,43,24,10,37,864
2021,Islington 009D,E01002744,151,297,170,46,47,35,31,22,23,822
2021,Islington 013C,E01002745,157,321,180,47,19,47,44,18,37,870
2021,Islington 006B,E01002747,140,360,169,66,29,33,29,19,45,890
2021,Islington 006C,E01002748,118,240,151,52,43,70,51,31,79,835
2021,Islington 006D,E01002749,131,248,171,60,32,52,37,17,40,788
2021,Islington 005E,E01002751,83,220,146,72,47,75,45,50,103,841
2021,Islington 009E,E01002752,150,324,210,52,31,53,44,30,40,934
2021,Islington 002A,E01002753,87,242,127,55,27,83,55,33,59,768
2021,Islington 002B,E01002754,140,264,176,49,40,37,48,15,46,815
2021,Islington 001A,E01002755,71,173,90,55,54,61,29,29,49,611
2021,Islington 001B,E01002756,111,262,177,38,39,43,16,12,45,743
2021,Islington 002C,E01002757,130,213,129,40,32,52,37,23,33,689
2021,Islington 001C,E01002758,73,176,126,59,66,85,51,30,85,751
2021,Islington 002D,E01002759,118,286,154,47,44,44,36,14,35,778
2021,Islington 002E,E01002760,92,213,124,67,34,81,57,24,78,770
2021,Islington 011C,E01002762,148,424,264,67,53,69,47,29,66,1167
2021,Islington 007D,E01002763,70,178,141,50,42,62,36,28,73,680
2021,Islington 010A,E01002764,91,242,157,73,53,69,56,41,88,870
2021,Islington 015D,E01002765,152,343,221,113,59,90,99,39,115,1231
2021,Islington 015E,E01002766,101,270,176,95,54,89,75,57,128,1045
2021,Islington 011D,E01002767,150,288,235,86,59,90,61,32,83,1084
2021,Islington 004A,E01002768,117,324,151,81,61,48,44,26,41,893
2021,Islington 008A,E01002769,145,330,221,66,35,44,31,11,23,906
2021,Islington 004B,E01002770,188,411,192,56,45,54,45,26,45,1062
2021,Islington 004C,E01002771,109,238,180,89,43,79,36,27,52,853
2021,Islington 002F,E01002772,137,375,266,69,47,58,43,29,77,1101
2021,Islington 004D,E01002773,72,170,112,52,50,59,54,37,76,682
2021,Islington 004E,E01002774,149,432,274,102,50,87,55,33,88,1270
2021,Islington 014D,E01002775,147,344,234,43,21,37,27,22,30,905
2021,Islington 014E,E01002776,176,340,217,63,39,47,48,21,72,1023
2021,Islington 012A,E01002777,178,325,245,60,47,49,33,22,47,1006
2021,Islington 012B,E01002778,81,203,150,47,61,59,61,48,108,818
2021,Islington 012C,E01002779,184,340,232,68,25,52,57,24,38,1020
2021,Islington 014F,E01002780,169,322,199,54,27,74,39,22,89,995
2021,Islington 012D,E01002781,127,267,231,67,42,53,40,47,86,960
2021,Islington 012E,E01002782,68,133,121,38,37,59,44,32,91,623
2021,Islington 010B,E01002783,79,224,171,50,47,58,52,27,49,757
2021,Islington 010C,E01002784,102,226,155,56,50,59,53,45,85,831
2021,Islington 008B,E01002785,184,385,236,57,45,47,27,37,53,1071
2021,Islington 010D,E01002786,126,306,199,65,33,67,55,31,97,979
2021,Islington 010E,E01002787,89,205,149,40,34,58,51,49,100,775
2021,Islington 008C,E01002788,178,455,231,61,48,40,30,21,48,1112
2021,Islington 008D,E01002789,189,406,255,54,31,45,32,12,35,1059
2021,Islington 016D,E01002790,80,170,112,51,38,51,47,26,45,620
2021,Islington 016E,E01002791,231,418,232,61,14,28,33,16,16,1049
2021,Islington 017E,E01002792,226,445,238,62,35,37,38,18,33,1132
2021,Islington 016F,E01002793,136,356,179,60,57,69,46,25,63,991
2021,Islington 020B,E01002794,257,525,272,53,46,30,55,25,30,1293
2021,Islington 013D,E01002795,186,397,196,80,38,60,57,33,60,1107
2021,Islington 013E,E01002796,102,200,121,29,10,38,18,31,25,574
2021,Islington 018B,E01002797,142,325,189,66,40,57,49,23,65,956
2021,Islington 018C,E01002798,270,443,218,76,35,30,32,17,29,1150
2021,Islington 018D,E01002799,102,283,159,63,44,63,61,39,88,902
2021,Islington 018E,E01002800,122,310,138,50,36,67,55,32,96,906
2021,Islington 020C,E01002801,207,373,177,54,26,27,17,5,22,908
2021,Islington 020D,E01002802,206,381,202,50,33,47,46,33,37,1035
2021,Islington 001D,E01002804,77,223,165,48,36,75,47,22,61,754
2021,Islington 003B,E01002805,122,329,247,47,48,44,42,26,54,959
2021,Islington 003C,E01002806,146,368,200,47,41,46,30,12,45,935
2021,Islington 001E,E01002807,82,237,170,70,47,56,53,42,71,828
2021,Islington 003D,E01002808,147,371,206,75,49,62,50,38,76,1074
2021,Islington 003E,E01002809,121,287,212,68,43,58,69,16,61,935
2021,Islington 003F,E01002810,106,283,213,57,34,58,64,25,79,919
2021,Islington 001F,E01002811,110,209,149,61,46,77,56,44,97,849
2021,Kensington and Chelsea 013A,E01002812,303,212,116,33,12,27,16,8,20,747
2021,Kensington and Chelsea 011A,E01002813,292,258,137,38,19,33,18,4,7,806
2021,Kensington and Chelsea 015A,E01002814,211,235,167,82,35,50,58,34,59,931
2021,Kensington and Chelsea 011B,E01002815,157,216,106,42,14,27,17,7,17,603
2021,Kensington and Chelsea 011C,E01002816,173,189,80,26,12,22,15,5,18,540
2021,Kensington and Chelsea 011D,E01002817,232,177,120,34,24,22,22,3,11,645
2021,Kensington and Chelsea 012A,E01002818,214,171,116,19,8,58,16,17,25,644
2021,Kensington and Chelsea 012B,E01002819,208,145,91,34,6,27,7,6,8,532
2021,Kensington and Chelsea 014A,E01002821,213,175,95,12,5,32,13,1,6,552
2021,Kensington and Chelsea 014B,E01002823,114,129,75,28,23,55,35,17,32,508
2021,Kensington and Chelsea 008A,E01002824,212,201,108,35,6,36,29,11,8,646
2021,Kensington and Chelsea 008B,E01002825,252,237,131,36,11,65,19,3,9,763
2021,Kensington and Chelsea 008C,E01002826,186,211,112,41,21,26,19,10,22,648
2021,Kensington and Chelsea 008D,E01002827,298,284,188,51,18,41,32,6,25,943
2021,Kensington and Chelsea 008E,E01002828,194,201,112,42,11,20,18,8,11,617
2021,Kensington and Chelsea 004A,E01002829,144,166,158,52,42,49,44,42,41,738
2021,Kensington and Chelsea 004B,E01002830,124,224,182,48,57,73,57,34,77,876
2021,Kensington and Chelsea 004C,E01002831,176,180,186,65,43,55,67,40,45,857
2021,Kensington and Chelsea 004D,E01002832,162,221,168,77,19,71,71,26,58,873
2021,Kensington and Chelsea 007A,E01002833,194,243,143,32,14,37,21,21,15,720
2021,Kensington and Chelsea 013B,E01002834,212,180,127,27,11,24,22,7,15,625
2021,Kensington and Chelsea 016C,E01002835,233,253,131,27,10,25,19,2,24,724
2021,Kensington and Chelsea 016D,E01002836,241,241,131,32,17,32,17,2,11,724
2021,Kensington and Chelsea 016E,E01002837,184,197,91,24,7,35,19,4,8,569
2021,Kensington and Chelsea 013C,E01002839,206,269,139,32,11,65,26,11,23,782
2021,Kensington and Chelsea 021A,E01002840,63,82,77,33,17,42,32,24,39,409
2021,Kensington and Chelsea 021B,E01002841,177,160,132,51,12,38,23,13,33,639
2021,Kensington and Chelsea 021C,E01002842,36,48,47,27,21,45,31,27,52,334
2021,Kensington and Chelsea 021D,E01002843,71,96,80,32,28,58,45,29,42,481
2021,Kensington and Chelsea 019A,E01002844,191,152,109,27,11,27,14,14,16,561
2021,Kensington and Chelsea 019B,E01002845,151,174,96,29,16,33,15,5,12,531
2021,Kensington and Chelsea 017A,E01002846,146,214,121,36,19,38,25,14,40,653
2021,Kensington and Chelsea 015B,E01002847,188,312,128,41,15,47,20,9,29,789
2021,Kensington and Chelsea 015C,E01002848,155,239,146,39,21,53,32,5,25,715
2021,Kensington and Chelsea 017B,E01002849,238,231,131,44,14,44,31,18,20,771
2021,Kensington and Chelsea 013D,E01002850,191,210,113,37,47,86,18,13,16,731
2021,Kensington and Chelsea 015D,E01002851,113,168,109,24,26,47,44,18,36,585
2021,Kensington and Chelsea 001A,E01002852,118,186,156,70,35,122,47,42,107,883
2021,Kensington and Chelsea 001B,E01002853,79,160,139,42,54,69,34,43,41,661
2021,Kensington and Chelsea 001C,E01002854,51,74,58,47,27,54,58,37,74,480
2021,Kensington and Chelsea 001D,E01002855,68,132,132,46,37,67,57,58,76,673
2021,Kensington and Chelsea 004E,E01002856,131,174,143,49,41,56,55,13,36,698
2021,Kensington and Chelsea 001E,E01002857,57,76,66,59,43,77,115,68,91,652
2021,Kensington and Chelsea 014C,E01002858,92,168,112,53,28,45,62,32,42,634
2021,Kensington and Chelsea 012C,E01002859,238,222,92,31,14,42,16,6,16,677
2021,Kensington and Chelsea 012D,E01002860,201,187,94,27,5,23,15,4,6,562
2021,Kensington and Chelsea 014D,E01002861,197,150,96,32,17,61,15,8,16,592
2021,Kensington and Chelsea 014E,E01002862,109,141,83,38,16,29,29,15,29,489
2021,Kensington and Chelsea 012E,E01002863,221,109,103,23,6,62,12,3,19,558
2021,Kensington and Chelsea 009A,E01002864,204,179,115,25,30,44,11,1,14,623
2021,Kensington and Chelsea 011E,E01002865,275,174,88,20,11,63,11,8,15,665
2021,Kensington and Chelsea 009B,E01002866,179,264,178,67,29,94,39,14,56,920
2021,Kensington and Chelsea 009C,E01002867,219,284,161,54,32,37,37,9,38,871
2021,Kensington and Chelsea 009D,E01002868,248,158,86,29,12,54,15,7,17,626
2021,Kensington and Chelsea 009E,E01002869,236,204,145,36,30,99,32,18,15,815
2021,Kensington and Chelsea 005A,E01002870,68,152,108,67,51,71,63,33,64,677
2021,Kensington and Chelsea 007B,E01002871,236,260,140,28,19,36,25,3,11,758
2021,Kensington and Chelsea 005B,E01002872,103,125,98,31,30,63,24,19,45,538
2021,Kensington and Chelsea 007C,E01002873,179,181,143,57,15,46,31,12,33,697
2021,Kensington and Chelsea 007D,E01002874,169,162,112,40,22,57,24,20,18,624
2021,Kensington and Chelsea 007E,E01002875,209,190,117,17,12,45,20,16,23,649
2021,Kensington and Chelsea 003A,E01002876,206,168,161,58,28,48,59,21,56,805
2021,Kensington and Chelsea 003B,E01002877,154,173,163,92,30,103,50,57,110,932
2021,Kensington and Chelsea 003C,E01002878,177,189,149,50,28,55,54,8,40,750
2021,Kensington and Chelsea 005C,E01002879,84,155,120,60,50,80,95,28,62,734
2021,Kensington and Chelsea 005D,E01002880,48,54,60,48,27,52,45,31,50,415
2021,Kensington and Chelsea 005E,E01002881,87,88,87,50,42,65,42,43,68,572
2021,Kensington and Chelsea 006A,E01002882,154,140,105,25,13,25,21,12,12,507
2021,Kensington and Chelsea 006B,E01002883,240,230,122,38,14,37,21,5,35,742
2021,Kensington and Chelsea 006C,E01002884,169,249,115,60,30,40,34,7,31,735
2021,Kensington and Chelsea 006D,E01002885,202,290,189,38,30,28,23,15,32,847
2021,Kensington and Chelsea 006E,E01002886,226,203,146,29,10,34,26,8,7,689
2021,Kensington and Chelsea 010A,E01002887,181,183,114,41,15,16,17,4,10,581
2021,Kensington and Chelsea 013E,E01002888,230,243,140,33,20,26,25,6,29,752
2021,Kensington and Chelsea 010B,E01002889,213,178,102,39,16,71,20,19,13,671
2021,Kensington and Chelsea 010C,E01002890,226,168,96,24,5,35,13,3,12,582
2021,Kensington and Chelsea 010D,E01002891,215,160,89,27,25,29,20,6,17,588
2021,Kensington and Chelsea 010E,E01002892,224,211,105,22,9,14,23,4,21,633
2021,Kensington and Chelsea 017C,E01002893,231,285,145,64,23,43,37,22,24,874
2021,Kensington and Chelsea 017D,E01002894,207,239,126,39,7,38,19,8,15,698
2021,Kensington and Chelsea 020C,E01002896,297,253,197,52,7,42,20,12,12,892
2021,Kensington and Chelsea 020D,E01002897,214,269,196,54,20,50,22,12,25,862
2021,Kensington and Chelsea 017E,E01002898,261,185,122,26,9,77,23,7,21,731
2021,Kensington and Chelsea 018A,E01002899,166,128,81,43,22,37,31,13,30,551
2021,Kensington and Chelsea 018B,E01002900,204,288,194,70,34,134,24,18,58,1024
2021,Kensington and Chelsea 018C,E01002901,137,119,65,22,16,21,11,6,21,418
2021,Kensington and Chelsea 018D,E01002902,217,195,104,32,18,41,23,8,1,639
2021,Kensington and Chelsea 018E,E01002903,254,184,96,25,8,25,12,11,12,627
2021,Kensington and Chelsea 002A,E01002904,44,76,57,29,24,80,52,51,51,464
2021,Kensington and Chelsea 002B,E01002905,125,107,104,50,34,52,55,43,76,646
2021,Kensington and Chelsea 002C,E01002906,127,158,117,76,58,89,61,40,54,780
2021,Kensington and Chelsea 002D,E01002907,29,61,51,39,33,61,35,32,73,414
2021,Kensington and Chelsea 003D,E01002908,130,166,139,46,47,59,36,21,52,696
2021,Kensington and Chelsea 003E,E01002909,263,272,244,72,60,103,77,36,56,1183
2021,Kensington and Chelsea 019C,E01002910,205,176,87,25,5,105,18,4,13,638
2021,Kensington and Chelsea 019D,E01002911,283,164,105,35,10,38,19,10,15,679
2021,Kensington and Chelsea 020E,E01002912,181,294,154,42,8,35,31,12,51,808
2021,Kensington and Chelsea 021E,E01002913,250,277,153,45,17,56,37,12,26,873
2021,Kensington and Chelsea 019E,E01002914,201,145,94,34,10,36,16,1,11,548
2021,Kingston upon Thames 014A,E01002915,106,145,76,66,54,51,54,38,43,633
2021,Kingston upon Thames 014B,E01002916,131,211,95,67,47,35,37,15,37,675
2021,Kingston upon Thames 014C,E01002917,138,196,99,66,51,29,54,30,30,693
2021,Kingston upon Thames 017A,E01002918,103,179,93,101,110,91,108,50,111,946
2021,Kingston upon Thames 017B,E01002919,101,197,99,93,94,119,121,47,106,977
2021,Kingston upon Thames 014D,E01002920,170,242,106,77,56,41,40,25,32,789
2021,Kingston upon Thames 011A,E01002921,158,304,193,58,86,82,51,32,105,1069
2021,Kingston upon Thames 010A,E01002922,154,303,147,76,28,36,35,18,32,829
2021,Kingston upon Thames 013A,E01002923,99,156,114,56,65,77,85,26,102,780
2021,Kingston upon Thames 014E,E01002924,155,269,105,69,32,34,26,12,18,720
2021,Kingston upon Thames 013B,E01002925,168,347,179,73,56,58,43,30,48,1002
2021,Kingston upon Thames 010B,E01002926,160,231,142,75,43,59,33,34,45,822
2021,Kingston upon Thames 008A,E01002927,136,203,123,79,68,38,78,22,55,802
2021,Kingston upon Thames 008B,E01002928,169,233,115,64,64,85,69,37,84,920
2021,Kingston upon Thames 007A,E01002929,190,276,130,73,43,25,33,11,24,805
2021,Kingston upon Thames 007B,E01002930,152,318,168,84,70,76,67,37,78,1050
2021,Kingston upon Thames 007C,E01002931,209,335,168,68,45,53,46,14,40,978
2021,Kingston upon Thames 006A,E01002932,77,157,103,79,83,105,97,52,86,839
2021,Kingston upon Thames 004A,E01002933,188,291,172,62,35,72,70,19,53,962
2021,Kingston upon Thames 004B,E01002934,247,305,206,63,25,38,22,16,30,952
2021,Kingston upon Thames 003A,E01002935,176,374,165,69,59,75,47,35,49,1049
2021,Kingston upon Thames 004D,E01002937,251,325,165,76,38,36,24,4,33,952
2021,Kingston upon Thames 003B,E01002938,224,352,182,77,41,51,33,13,28,1001
2021,Kingston upon Thames 018A,E01002939,93,160,116,91,82,77,66,61,91,837
2021,Kingston upon Thames 020A,E01002940,106,133,102,91,112,79,52,42,89,806
2021,Kingston upon Thames 018B,E01002941,130,179,129,84,74,75,51,38,75,835
2021,Kingston upon Thames 018C,E01002942,88,152,94,81,85,62,35,32,57,686
2021,Kingston upon Thames 020B,E01002943,97,142,93,65,95,88,62,46,71,759
2021,Kingston upon Thames 019A,E01002944,84,120,95,97,69,69,52,44,65,695
2021,Kingston upon Thames 019B,E01002945,134,159,117,127,96,90,64,47,63,897
2021,Kingston upon Thames 019C,E01002946,106,164,136,107,99,80,33,38,59,822
2021,Kingston upon Thames 019D,E01002947,120,160,136,91,117,87,70,38,64,883
2021,Kingston upon Thames 020C,E01002948,171,198,155,123,132,138,68,63,94,1142
2021,Kingston upon Thames 020D,E01002949,115,204,153,109,111,84,71,55,55,957
2021,Kingston upon Thames 020E,E01002950,98,163,115,90,87,88,67,36,85,829
2021,Kingston upon Thames 003C,E01002951,146,299,120,51,34,31,20,8,31,740
2021,Kingston upon Thames 002A,E01002952,209,176,73,40,4,21,17,15,10,565
2021,Kingston upon Thames 002B,E01002953,150,195,90,39,23,41,16,20,24,598
2021,Kingston upon Thames 003D,E01002954,82,276,90,42,31,45,28,27,36,657
2021,Kingston upon Thames 002C,E01002955,156,198,89,50,50,56,50,23,43,715
2021,Kingston upon Thames 002D,E01002956,123,125,72,51,32,40,33,9,41,526
2021,Kingston upon Thames 003E,E01002957,87,189,114,54,56,64,79,31,89,763
2021,Kingston upon Thames 008C,E01002958,157,312,160,87,69,48,44,14,29,920
2021,Kingston upon Thames 002E,E01002959,171,235,100,53,14,19,14,1,10,617
2021,Kingston upon Thames 006B,E01002960,154,289,131,57,25,52,54,13,27,802
2021,Kingston upon Thames 008D,E01002961,168,304,119,82,39,33,54,19,25,843
2021,Kingston upon Thames 006C,E01002962,101,189,84,62,73,73,75,40,70,767
2021,Kingston upon Thames 007D,E01002963,170,271,138,82,62,70,66,30,72,961
2021,Kingston upon Thames 005A,E01002964,170,279,204,79,64,102,95,33,98,1124
2021,Kingston upon Thames 009A,E01002965,225,355,201,70,65,63,91,30,106,1206
2021,Kingston upon Thames 010C,E01002966,203,323,228,64,64,51,55,23,48,1059
2021,Kingston upon Thames 009B,E01002967,197,425,220,67,42,49,50,15,41,1106
2021,Kingston upon Thames 009C,E01002968,271,455,241,91,88,92,117,39,101,1495
2021,Kingston upon Thames 005B,E01002969,41,80,82,40,49,96,97,61,96,642
2021,Kingston upon Thames 006D,E01002970,121,229,102,71,70,91,56,57,99,896
2021,Kingston upon Thames 005C,E01002971,155,319,151,64,56,83,48,20,68,964
2021,Kingston upon Thames 005D,E01002972,149,312,183,71,76,67,90,27,59,1034
2021,Kingston upon Thames 006E,E01002973,65,142,64,47,88,78,74,45,91,694
2021,Kingston upon Thames 005E,E01002974,168,276,130,86,59,68,68,31,77,963
2021,Kingston upon Thames 012A,E01002975,137,154,84,74,43,37,58,37,45,669
2021,Kingston upon Thames 015A,E01002976,129,244,142,93,94,52,46,42,47,889
2021,Kingston upon Thames 012B,E01002977,108,134,85,75,80,89,57,50,70,748
2021,Kingston upon Thames 015B,E01002978,185,261,137,85,62,58,62,20,34,904
2021,Kingston upon Thames 015C,E01002979,130,209,105,92,39,52,43,23,34,727
2021,Kingston upon Thames 012C,E01002980,149,156,81,70,51,46,51,21,35,660
2021,Kingston upon Thames 012D,E01002981,127,203,97,83,66,52,51,34,47,760
2021,Kingston upon Thames 015D,E01002982,125,172,102,78,43,61,45,29,39,694
2021,Kingston upon Thames 015E,E01002983,152,262,110,89,43,44,62,23,27,812
2021,Kingston upon Thames 012E,E01002984,121,178,85,48,48,47,34,18,32,611
2021,Kingston upon Thames 007E,E01002985,99,199,119,74,84,57,94,44,84,854
2021,Kingston upon Thames 008E,E01002986,123,162,80,51,28,37,32,25,38,576
2021,Kingston upon Thames 011B,E01002987,154,370,242,90,71,68,71,33,83,1182
2021,Kingston upon Thames 011C,E01002988,141,291,158,56,30,37,46,16,46,821
2021,Kingston upon Thames 011D,E01002989,275,464,257,90,44,36,26,12,33,1237
2021,Kingston upon Thames 009D,E01002990,185,394,217,94,44,62,56,28,51,1131
2021,Kingston upon Thames 009E,E01002991,194,298,151,75,51,48,37,17,43,914
2021,Kingston upon Thames 010D,E01002992,108,210,91,49,29,43,50,28,48,656
2021,Kingston upon Thames 013C,E01002993,134,332,179,69,58,47,50,28,43,940
2021,Kingston upon Thames 016A,E01002994,143,245,121,51,28,49,29,24,25,715
2021,Kingston upon Thames 013D,E01002995,212,283,163,54,20,40,23,14,13,822
2021,Kingston upon Thames 016B,E01002996,156,246,142,63,56,41,39,21,45,809
2021,Kingston upon Thames 016C,E01002997,211,263,146,72,33,57,33,14,20,849
2021,Kingston upon Thames 016D,E01002998,118,216,131,60,59,68,48,31,59,790
2021,Kingston upon Thames 013E,E01002999,125,283,187,69,59,55,36,31,73,918
2021,Kingston upon Thames 017C,E01003000,121,227,134,79,81,84,78,44,71,919
2021,Kingston upon Thames 017D,E01003001,137,242,116,100,76,71,113,48,86,989
2021,Kingston upon Thames 016E,E01003002,141,262,146,72,97,65,56,43,85,967
2021,Kingston upon Thames 017E,E01003003,122,181,111,68,75,82,71,60,96,866
2021,Kingston upon Thames 018D,E01003004,125,190,127,81,102,72,58,53,61,869
2021,Kingston upon Thames 018E,E01003005,113,140,116,106,106,85,49,34,68,817
2021,Kingston upon Thames 001A,E01003006,178,203,124,64,30,35,29,16,27,706
2021,Kingston upon Thames 001B,E01003007,172,229,130,63,32,37,36,12,31,742
2021,Kingston upon Thames 001C,E01003008,146,246,112,57,18,36,34,8,25,682
2021,Kingston upon Thames 001D,E01003009,179,319,167,77,56,74,29,27,36,964
2021,Kingston upon Thames 001E,E01003010,183,243,126,57,31,43,34,8,14,739
2021,Kingston upon Thames 004E,E01003011,200,267,139,73,21,37,27,9,23,796
2021,Lambeth 036A,E01003013,146,422,170,58,18,33,30,6,52,935
2021,Lambeth 036B,E01003014,95,207,129,37,46,60,34,23,86,717
2021,Lambeth 002A,E01003015,90,242,169,62,46,71,50,47,109,886
2021,Lambeth 036C,E01003016,82,196,84,38,20,31,29,11,35,526
2021,Lambeth 036D,E01003017,123,264,140,76,40,52,40,34,76,845
2021,Lambeth 020A,E01003018,215,545,328,86,63,62,45,29,80,1453
2021,Lambeth 015A,E01003019,237,585,314,110,37,62,50,16,56,1467
2021,Lambeth 016A,E01003020,153,417,249,65,47,44,52,16,76,1119
2021,Lambeth 021A,E01003021,93,210,122,58,74,82,38,36,112,825
2021,Lambeth 021B,E01003022,170,347,228,68,47,58,38,26,62,1044
2021,Lambeth 021C,E01003023,201,481,374,98,76,130,80,51,173,1664
2021,Lambeth 021D,E01003024,81,208,171,83,63,103,89,68,157,1023
2021,Lambeth 021E,E01003025,138,295,225,99,75,112,80,47,117,1188
2021,Lambeth 019A,E01003026,210,389,227,66,43,50,23,6,33,1047
2021,Lambeth 019B,E01003027,209,378,167,44,10,25,14,3,16,866
2021,Lambeth 019C,E01003028,181,313,201,61,31,31,26,17,48,909
2021,Lambeth 017A,E01003029,193,456,306,90,22,62,43,22,55,1249
2021,Lambeth 019D,E01003030,240,556,274,74,21,30,28,12,28,1263
2021,Lambeth 023A,E01003031,112,358,207,81,35,57,44,30,49,973
2021,Lambeth 017B,E01003032,146,314,205,81,42,67,50,28,74,1007
2021,Lambeth 019E,E01003033,229,304,194,62,28,48,22,12,32,931
2021,Lambeth 012A,E01003034,157,310,181,78,41,62,46,32,69,976
2021,Lambeth 012B,E01003035,181,460,260,68,33,36,49,11,62,1160
2021,Lambeth 012C,E01003036,174,376,247,87,44,68,81,32,50,1159
2021,Lambeth 013A,E01003037,111,186,148,72,45,56,48,40,69,775
2021,Lambeth 013B,E01003038,241,417,267,68,30,41,46,21,26,1157
2021,Lambeth 013C,E01003039,295,548,351,79,29,38,32,7,25,1404
2021,Lambeth 013D,E01003040,171,298,164,56,17,27,20,10,31,794
2021,Lambeth 017C,E01003041,100,215,148,73,63,66,61,30,77,833
2021,Lambeth 013E,E01003042,92,221,141,45,41,60,31,17,43,691
2021,Lambeth 018A,E01003043,156,400,194,69,40,62,38,20,40,1019
2021,Lambeth 018B,E01003044,73,146,138,46,26,74,42,29,73,647
2021,Lambeth 011A,E01003045,59,135,118,61,54,122,74,77,127,827
2021,Lambeth 009A,E01003046,65,157,121,73,49,93,63,60,161,842
2021,Lambeth 011B,E01003047,103,330,195,66,47,98,65,40,114,1058
2021,Lambeth 009B,E01003048,46,115,114,54,66,159,52,58,175,839
2021,Lambeth 011C,E01003049,99,212,162,58,60,109,66,43,137,946
2021,Lambeth 016B,E01003050,146,395,228,97,35,48,49,16,71,1085
2021,Lambeth 018C,E01003051,154,393,240,105,89,82,80,39,130,1312
2021,Lambeth 016C,E01003052,97,174,165,66,76,154,94,69,157,1052
2021,Lambeth 015B,E01003053,161,493,261,66,63,61,42,32,109,1288
2021,Lambeth 015C,E01003054,228,756,418,123,38,47,55,17,44,1726
2021,Lambeth 016D,E01003055,138,364,219,71,30,48,35,38,68,1011
2021,Lambeth 015D,E01003056,162,408,290,99,37,78,59,38,60,1231
2021,Lambeth 017D,E01003057,100,280,224,61,41,73,57,38,74,948
2021,Lambeth 015E,E01003058,213,542,323,90,39,67,40,27,73,1414
2021,Lambeth 011D,E01003059,117,284,192,77,94,130,73,60,234,1261
2021,Lambeth 011E,E01003060,99,216,173,53,60,95,60,40,152,948
2021,Lambeth 011F,E01003061,106,248,146,46,30,68,32,29,141,846
2021,Lambeth 033A,E01003062,179,353,250,85,58,86,67,29,56,1163
2021,Lambeth 033B,E01003063,74,147,106,52,48,67,56,36,83,669
2021,Lambeth 028A,E01003064,175,270,188,43,33,44,30,16,47,846
2021,Lambeth 031A,E01003065,120,142,111,47,43,91,44,49,76,723
2021,Lambeth 028B,E01003066,111,210,173,71,68,78,41,44,104,900
2021,Lambeth 033C,E01003067,157,254,155,49,47,54,30,22,43,811
2021,Lambeth 031B,E01003068,128,216,141,62,67,51,34,25,60,784
2021,Lambeth 033D,E01003069,98,157,112,48,47,54,41,27,60,644
2021,Lambeth 033E,E01003070,68,152,127,65,57,85,44,36,80,714
2021,Lambeth 018D,E01003071,223,608,358,79,41,54,55,27,71,1516
2021,Lambeth 014A,E01003072,185,369,193,61,37,45,20,26,34,970
2021,Lambeth 014B,E01003073,118,267,122,67,35,73,49,30,56,817
2021,Lambeth 018E,E01003074,213,520,404,90,77,80,65,37,82,1568
2021,Lambeth 009C,E01003075,61,171,113,60,39,108,63,60,142,817
2021,Lambeth 014C,E01003076,158,532,294,77,79,134,131,57,164,1626
2021,Lambeth 014D,E01003077,137,431,255,50,52,69,51,11,155,1211
2021,Lambeth 014E,E01003078,173,339,193,69,30,56,23,21,29,933
2021,Lambeth 027A,E01003079,134,215,152,56,65,83,49,53,112,919
2021,Lambeth 027B,E01003080,127,277,185,70,53,75,43,29,65,924
2021,Lambeth 028C,E01003081,132,270,174,54,68,105,40,41,114,998
2021,Lambeth 031C,E01003082,106,185,105,60,60,52,22,39,56,685
2021,Lambeth 030A,E01003083,124,237,134,61,51,55,29,38,50,779
2021,Lambeth 030B,E01003084,142,283,187,54,31,55,33,28,55,868
2021,Lambeth 030C,E01003085,159,252,141,62,57,71,30,34,58,864
2021,Lambeth 031D,E01003086,90,167,116,69,42,88,45,59,98,774
2021,Lambeth 031E,E01003087,57,115,107,59,53,100,46,55,109,701
2021,Lambeth 010A,E01003088,119,309,168,76,44,64,40,42,111,973
2021,Lambeth 008A,E01003089,116,239,159,86,72,101,84,58,165,1080
2021,Lambeth 012D,E01003090,250,627,392,106,60,83,68,24,83,1693
2021,Lambeth 008B,E01003091,111,335,171,57,48,76,54,56,138,1046
2021,Lambeth 008C,E01003092,109,373,207,73,88,102,92,48,175,1267
2021,Lambeth 010B,E01003093,103,242,165,102,59,136,91,53,153,1104
2021,Lambeth 010C,E01003094,126,319,226,55,36,46,40,28,62,938
2021,Lambeth 012E,E01003095,176,423,245,56,45,46,25,22,39,1077
2021,Lambeth 010D,E01003096,183,618,285,86,53,55,61,19,103,1463
