date,geography,geography code,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 60km and over,Distance travelled to work: Less than 2km,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",Distance travelled to work: Works mainly from home
2021,Lambeth 003C,E01003106,37,6,220,2,4,90,10,93,1179,130,587
2021,Lambeth 003D,E01003107,36,5,211,4,2,71,10,62,1228,96,731
2021,Lambeth 002B,E01003108,30,4,176,1,4,72,7,70,772,94,314
2021,Lambeth 002C,E01003110,24,7,167,7,1,76,13,111,1239,97,736
2021,Lambeth 002D,E01003111,47,9,189,6,2,86,3,102,837,134,259
2021,Lambeth 002E,E01003112,32,3,179,6,1,65,6,100,892,115,385
2021,Lambeth 032A,E01003113,89,9,84,4,1,172,9,31,1023,158,466
2021,Lambeth 032B,E01003114,153,12,95,5,2,259,5,43,1583,181,828
2021,Lambeth 034A,E01003115,91,10,71,7,0,146,7,27,928,153,416
2021,Lambeth 029A,E01003116,50,6,71,1,2,159,4,67,902,84,458
2021,Lambeth 029B,E01003117,67,8,110,4,4,210,4,45,1135,127,556
2021,Lambeth 029C,E01003118,39,7,78,1,4,164,7,65,954,95,494
2021,Lambeth 032C,E01003119,104,4,98,7,1,191,6,39,1212,199,563
2021,Lambeth 032D,E01003120,119,14,138,19,2,285,11,46,1463,265,564
2021,Lambeth 006B,E01003121,39,11,182,4,3,118,14,78,763,127,187
2021,Lambeth 004D,E01003122,35,5,169,1,2,124,9,60,1205,125,675
2021,Lambeth 006C,E01003123,40,8,172,2,2,118,9,48,1059,95,565
2021,Lambeth 006D,E01003124,33,3,158,6,1,90,8,60,760,115,286
2021,Lambeth 006E,E01003125,44,13,201,5,2,157,13,78,878,143,222
2021,Lambeth 008D,E01003126,48,9,170,4,6,143,8,79,967,143,357
2021,Lambeth 010E,E01003127,66,10,162,4,4,177,5,79,1300,184,609
2021,Lambeth 008E,E01003128,35,7,151,4,4,131,4,59,846,121,330
2021,Lambeth 004E,E01003129,50,9,241,1,0,108,14,72,1154,120,539
2021,Lambeth 026A,E01003130,50,6,88,1,0,202,6,41,1073,119,560
2021,Lambeth 026B,E01003131,58,7,109,5,5,206,10,46,1395,120,829
2021,Lambeth 024A,E01003132,32,3,88,1,3,134,3,40,668,93,271
2021,Lambeth 027C,E01003133,44,2,79,0,0,161,2,62,992,126,516
2021,Lambeth 027D,E01003134,34,8,81,3,1,151,4,35,880,105,458
2021,Lambeth 026C,E01003135,65,17,90,3,3,202,7,47,1093,145,514
2021,Lambeth 022A,E01003136,56,6,102,2,4,203,2,42,989,118,454
2021,Lambeth 022B,E01003137,34,10,96,1,0,191,8,54,833,134,305
2021,Lambeth 026D,E01003138,28,4,47,0,3,129,2,27,1006,61,705
2021,Lambeth 035A,E01003139,74,15,81,2,2,121,3,37,829,189,305
2021,Lambeth 035B,E01003140,95,8,82,2,1,107,6,32,742,154,255
2021,Lambeth 034B,E01003141,146,15,94,5,1,144,6,40,917,141,325
2021,Lambeth 035C,E01003142,75,6,65,1,6,102,4,27,710,167,257
2021,Lambeth 035D,E01003143,88,7,87,3,3,131,3,37,705,124,222
2021,Lambeth 034C,E01003144,93,9,62,2,1,110,7,28,839,90,437
2021,Lambeth 034D,E01003145,118,3,70,6,1,136,6,45,966,180,401
2021,Lambeth 035E,E01003146,94,7,97,2,1,175,7,35,899,150,331
2021,Lambeth 034E,E01003147,135,7,101,13,1,183,0,65,1155,189,461
2021,Lambeth 032E,E01003148,83,12,90,2,2,152,2,32,1089,133,581
2021,Lambeth 030D,E01003149,78,6,85,3,0,128,6,40,990,124,520
2021,Lambeth 032F,E01003150,132,9,97,3,2,182,4,50,1071,191,401
2021,Lambeth 026E,E01003151,67,4,100,8,1,205,3,73,985,129,395
2021,Lambeth 027E,E01003152,70,11,95,3,8,175,7,37,1159,133,620
2021,Lambeth 029D,E01003153,92,6,126,2,7,289,8,45,1556,198,783
2021,Lambeth 030E,E01003154,78,10,109,1,4,184,4,60,982,137,395
2021,Lambeth 029E,E01003155,77,8,97,8,5,171,6,46,1056,134,504
2021,Lambeth 023B,E01003156,46,6,72,1,1,154,1,38,988,84,585
2021,Lambeth 023C,E01003157,24,3,54,3,1,114,0,33,918,28,658
2021,Lambeth 023D,E01003158,47,10,54,5,3,117,1,33,1135,53,812
2021,Lambeth 022C,E01003159,42,8,109,2,1,205,2,73,1083,120,521
2021,Lambeth 022D,E01003160,56,14,77,10,2,210,5,44,834,133,283
2021,Lambeth 023E,E01003161,31,8,51,2,2,97,6,26,814,51,540
2021,Lambeth 022E,E01003162,65,12,130,6,11,245,9,60,965,177,250
2021,Lambeth 023F,E01003163,34,9,72,4,2,124,3,35,887,80,524
2021,Lambeth 025A,E01003164,67,7,124,4,3,240,9,52,1316,176,634
2021,Lambeth 025B,E01003165,38,5,71,1,2,120,7,44,857,67,502
2021,Lambeth 028D,E01003166,95,13,132,5,3,276,9,67,1486,180,706
2021,Lambeth 028E,E01003167,44,6,59,1,1,136,4,39,947,74,583
2021,Lambeth 025C,E01003168,27,5,134,2,1,155,3,48,768,115,278
2021,Lambeth 025D,E01003169,55,10,112,3,2,215,5,63,1410,146,799
2021,Lambeth 025E,E01003170,20,1,92,1,1,139,4,38,998,59,643
2021,Lambeth 020B,E01003171,38,8,75,3,3,190,4,41,1095,88,645
2021,Lambeth 024B,E01003172,43,16,113,9,0,195,7,38,969,99,449
2021,Lambeth 020C,E01003173,25,1,75,0,0,200,3,32,1008,86,586
2021,Lambeth 024C,E01003174,47,9,137,9,1,239,9,64,974,162,297
2021,Lambeth 024D,E01003175,29,6,98,2,3,173,5,52,764,129,267
2021,Lambeth 016E,E01003176,60,20,146,6,5,190,7,67,988,127,360
2021,Lambeth 020D,E01003177,53,8,74,0,0,185,1,39,1031,91,580
2021,Lambeth 020E,E01003178,31,4,81,1,1,158,4,29,1040,61,670
2021,Lambeth 024E,E01003179,40,11,98,3,4,219,17,43,776,134,207
2021,Lambeth 005D,E01003180,33,6,147,2,2,108,5,61,898,99,435
2021,Lambeth 007A,E01003181,23,5,186,1,2,91,3,58,836,97,370
2021,Lambeth 009D,E01003182,34,8,135,2,1,132,4,92,1012,135,469
2021,Lambeth 005E,E01003183,34,7,143,5,5,105,5,73,798,99,322
2021,Lambeth 007B,E01003184,40,13,138,4,3,129,4,58,716,99,228
2021,Lambeth 007C,E01003185,28,8,190,3,0,131,16,66,1185,138,605
2021,Lambeth 007D,E01003186,35,9,197,7,5,175,3,60,1595,147,957
2021,Lambeth 007E,E01003187,47,6,203,1,3,160,10,80,1359,116,733
2021,Lambeth 009E,E01003188,43,5,104,2,3,94,4,58,656,110,233
2021,Lewisham 034A,E01003189,121,7,114,2,0,111,6,69,751,128,193
2021,Lewisham 034B,E01003190,141,11,140,3,4,151,4,81,994,159,300
2021,Lewisham 034C,E01003191,100,5,112,3,0,102,6,69,807,159,251
2021,Lewisham 034D,E01003192,117,13,110,7,4,120,2,48,787,140,226
2021,Lewisham 029A,E01003193,107,8,91,5,1,114,2,56,816,111,321
2021,Lewisham 029B,E01003194,83,9,102,4,1,130,8,99,811,129,246
2021,Lewisham 029C,E01003195,60,6,91,7,1,125,7,49,820,127,347
2021,Lewisham 029D,E01003196,108,7,102,1,2,132,8,87,784,146,191
2021,Lewisham 029E,E01003197,80,14,101,4,1,106,7,70,706,132,191
2021,Lewisham 009A,E01003198,61,7,62,6,3,94,4,49,806,67,453
2021,Lewisham 007A,E01003199,91,4,76,6,1,123,7,46,1153,92,707
2021,Lewisham 009B,E01003200,62,5,49,6,3,111,3,41,875,54,541
2021,Lewisham 007B,E01003201,69,10,82,5,3,118,3,68,876,84,434
2021,Lewisham 009C,E01003202,106,4,57,5,2,102,5,34,880,58,507
2021,Lewisham 009D,E01003203,117,6,81,6,3,148,8,73,1009,135,432
2021,Lewisham 007C,E01003204,53,2,63,1,4,113,3,42,860,79,500
2021,Lewisham 007D,E01003205,54,6,60,5,2,106,4,43,697,59,358
2021,Lewisham 007E,E01003206,73,3,56,4,7,71,0,38,808,46,510
2021,Lewisham 005A,E01003207,73,9,124,4,5,225,9,52,1144,155,488
2021,Lewisham 005B,E01003209,58,2,96,3,3,151,12,46,932,121,440
2021,Lewisham 005C,E01003210,67,14,68,1,2,140,5,66,1066,113,590
2021,Lewisham 008B,E01003211,52,8,65,4,5,121,5,51,985,85,589
2021,Lewisham 005D,E01003212,76,5,130,8,2,164,6,72,1131,114,554
2021,Lewisham 008C,E01003213,65,11,94,2,4,156,6,62,1161,106,655
2021,Lewisham 008D,E01003214,65,8,100,2,4,149,4,72,1011,111,496
2021,Lewisham 005E,E01003215,61,5,81,1,4,171,6,54,868,113,372
2021,Lewisham 025A,E01003216,84,12,69,2,2,134,6,57,886,106,414
2021,Lewisham 022A,E01003217,145,9,71,12,6,120,6,74,960,115,402
2021,Lewisham 022B,E01003218,70,8,77,3,0,86,3,70,755,100,338
2021,Lewisham 025B,E01003219,94,9,91,4,5,89,9,56,863,117,389
2021,Lewisham 022C,E01003220,102,4,67,3,2,115,7,57,812,100,355
2021,Lewisham 025C,E01003221,103,7,111,4,3,138,7,103,1018,134,408
2021,Lewisham 022D,E01003222,83,9,75,3,2,118,0,57,839,131,361
2021,Lewisham 025D,E01003223,83,13,86,5,1,97,8,61,821,135,332
2021,Lewisham 022E,E01003224,108,10,84,1,3,103,5,70,857,118,355
2021,Lewisham 015A,E01003225,52,5,60,3,0,126,1,45,888,74,522
2021,Lewisham 019A,E01003226,72,8,80,2,2,143,3,43,1040,119,568
2021,Lewisham 019B,E01003227,60,5,88,4,0,112,4,38,956,97,548
2021,Lewisham 019C,E01003228,43,6,76,1,2,100,3,25,947,64,627
2021,Lewisham 019D,E01003229,64,8,89,3,2,120,3,56,863,111,407
2021,Lewisham 019E,E01003230,84,8,99,5,2,144,4,75,1086,148,517
2021,Lewisham 015B,E01003231,55,4,91,3,3,122,2,49,909,90,490
2021,Lewisham 015C,E01003232,51,3,83,6,1,115,6,62,926,86,513
2021,Lewisham 015D,E01003233,76,4,74,3,3,113,5,46,948,103,521
2021,Lewisham 038A,E01003235,88,10,87,4,0,86,4,43,680,122,236
2021,Lewisham 037A,E01003236,111,3,120,5,1,101,4,44,790,166,235
2021,Lewisham 037B,E01003237,101,9,100,7,2,120,9,43,745,142,212
2021,Lewisham 037C,E01003238,81,6,101,0,0,83,7,42,631,135,176
2021,Lewisham 037D,E01003239,96,17,104,1,1,110,3,56,699,143,168
2021,Lewisham 038B,E01003240,102,4,150,10,1,129,6,58,839,186,193
2021,Lewisham 038C,E01003241,82,9,101,6,1,107,6,65,736,125,234
2021,Lewisham 038D,E01003243,93,6,113,2,3,99,5,54,715,169,171
2021,Lewisham 001A,E01003244,74,7,137,5,3,198,12,69,920,139,276
2021,Lewisham 001B,E01003245,65,17,155,7,0,122,7,50,790,102,265
2021,Lewisham 002A,E01003246,68,6,164,2,3,214,5,93,1384,114,715
2021,Lewisham 001C,E01003247,98,9,187,13,5,230,8,62,1325,127,586
2021,Lewisham 002B,E01003248,57,7,106,8,5,144,6,52,772,118,269
2021,Lewisham 001D,E01003249,106,19,146,1,1,230,11,64,1149,137,434
2021,Lewisham 002C,E01003251,93,18,108,4,8,157,7,54,770,127,194
2021,Lewisham 002D,E01003252,54,11,104,6,2,121,4,57,620,118,143
2021,Lewisham 002E,E01003253,52,6,89,1,2,128,8,56,739,99,298
2021,Lewisham 021A,E01003254,45,5,63,3,0,119,2,25,756,56,438
2021,Lewisham 021B,E01003255,98,14,123,4,1,148,3,64,1301,127,719
2021,Lewisham 028A,E01003256,82,7,127,4,2,156,2,56,1067,138,493
2021,Lewisham 028B,E01003257,65,10,82,2,0,118,7,41,813,99,389
2021,Lewisham 028C,E01003258,73,3,119,3,4,151,4,35,685,94,199
2021,Lewisham 028D,E01003259,67,5,106,1,1,120,3,42,966,96,525
2021,Lewisham 021C,E01003260,42,6,95,6,2,179,4,33,868,96,405
2021,Lewisham 021D,E01003261,53,3,90,1,0,139,6,25,882,60,505
2021,Lewisham 021E,E01003262,37,5,85,2,1,114,1,31,883,112,495
2021,Lewisham 023A,E01003263,142,8,119,3,4,107,7,34,848,130,294
2021,Lewisham 031A,E01003264,133,8,112,3,3,100,5,27,819,116,312
2021,Lewisham 031B,E01003265,137,10,111,3,2,119,6,33,841,150,270
2021,Lewisham 031C,E01003266,125,7,90,8,9,134,6,27,757,143,208
2021,Lewisham 031D,E01003267,118,9,125,27,5,103,2,31,806,179,207
2021,Lewisham 023B,E01003268,131,13,82,3,1,119,4,35,926,135,403
2021,Lewisham 023C,E01003269,104,6,82,3,1,83,6,49,792,131,327
2021,Lewisham 023D,E01003270,142,9,115,4,1,101,8,27,922,128,387
2021,Lewisham 023E,E01003271,104,9,90,2,0,64,6,40,791,118,358
2021,Lewisham 014A,E01003272,61,9,76,7,0,169,3,70,1145,106,644
2021,Lewisham 011A,E01003273,65,10,78,5,0,109,2,80,823,68,406
2021,Lewisham 014B,E01003274,63,4,82,3,2,113,2,60,906,82,495
2021,Lewisham 014C,E01003275,74,2,62,2,3,120,21,78,793,131,300
2021,Lewisham 014D,E01003276,61,9,81,9,1,134,2,81,974,95,501
2021,Lewisham 011B,E01003277,64,3,87,3,0,141,6,42,1040,90,604
2021,Lewisham 011C,E01003278,86,4,82,3,1,176,6,64,1101,127,552
2021,Lewisham 011D,E01003279,62,1,47,2,1,112,1,52,814,87,449
2021,Lewisham 016A,E01003280,99,1,91,7,0,75,7,37,727,110,300
2021,Lewisham 016B,E01003281,79,0,62,7,1,69,3,35,730,67,407
2021,Lewisham 013A,E01003282,155,25,86,5,0,234,16,102,1386,150,613
2021,Lewisham 013B,E01003283,83,0,51,7,4,122,3,65,1148,105,708
2021,Lewisham 013C,E01003284,99,12,54,6,3,103,2,80,1020,75,586
2021,Lewisham 016C,E01003285,110,5,70,4,1,112,5,47,938,119,465
2021,Lewisham 013D,E01003286,109,10,114,3,2,111,2,49,763,90,273
2021,Lewisham 016D,E01003287,91,3,56,4,2,94,1,45,1015,86,633
2021,Lewisham 041A,E01003288,120,11,80,4,3,210,5,89,1076,144,410
2021,Lewisham 041E,E01003290,101,5,85,5,6,156,6,81,1044,167,432
2021,Lewisham 041D,E01003291,88,11,79,3,7,141,7,79,704,91,198
2021,Lewisham 017A,E01003292,127,4,49,1,3,136,4,50,977,112,491
2021,Lewisham 017B,E01003293,83,11,44,2,0,127,7,100,824,88,362
2021,Lewisham 017D,E01003295,96,5,55,1,2,109,7,53,910,103,479
2021,Lewisham 003A,E01003297,88,8,136,4,4,218,5,63,949,109,314
2021,Lewisham 039A,E01003298,47,11,91,1,1,107,4,44,615,96,213
2021,Lewisham 003B,E01003299,51,5,102,4,4,169,7,60,979,161,416
2021,Lewisham 039B,E01003300,46,16,97,3,4,133,7,57,702,111,228
2021,Lewisham 003C,E01003301,90,7,206,4,6,231,26,52,1406,179,605
2021,Lewisham 003D,E01003302,63,11,129,5,6,191,8,59,935,150,313
2021,Lewisham 039C,E01003303,68,6,98,1,3,179,10,57,887,141,324
2021,Lewisham 039D,E01003304,76,15,122,1,4,234,9,79,1321,153,628
2021,Lewisham 003E,E01003305,76,7,161,1,1,211,5,68,1082,141,411
2021,Lewisham 024A,E01003307,68,8,78,0,3,109,6,43,868,103,450
2021,Lewisham 024B,E01003308,66,5,101,4,0,138,5,54,949,99,477
2021,Lewisham 027A,E01003309,87,8,88,5,3,84,3,41,751,131,301
2021,Lewisham 027B,E01003310,79,8,90,1,3,104,4,44,918,105,480
2021,Lewisham 027C,E01003311,54,9,64,2,2,85,4,43,783,97,423
2021,Lewisham 027D,E01003312,88,12,79,0,3,102,6,43,916,95,488
2021,Lewisham 027E,E01003313,68,6,71,6,1,108,8,45,750,142,295
2021,Lewisham 024C,E01003314,63,7,77,4,1,118,4,53,917,80,510
2021,Lewisham 024D,E01003315,53,3,62,2,3,81,4,34,769,95,432
2021,Lewisham 024E,E01003316,75,5,84,0,0,112,3,55,864,75,455
2021,Lewisham 020B,E01003318,112,11,101,2,4,171,5,107,947,123,311
2021,Lewisham 018A,E01003319,118,12,75,12,4,136,5,69,867,141,295
2021,Lewisham 018B,E01003320,136,10,87,8,3,135,4,51,835,129,272
2021,Lewisham 020C,E01003321,107,4,80,5,1,156,5,53,933,115,407
2021,Lewisham 020D,E01003322,119,17,54,2,1,94,8,83,907,181,348
2021,Lewisham 018C,E01003323,100,8,49,2,1,125,4,63,796,101,343
2021,Lewisham 020E,E01003324,87,7,64,3,1,125,5,85,773,168,228
2021,Lewisham 018D,E01003325,109,7,75,8,4,118,7,90,911,141,352
2021,Lewisham 035A,E01003326,98,3,65,6,4,104,3,42,865,141,399
2021,Lewisham 035B,E01003327,90,5,51,7,1,89,11,39,890,120,477
2021,Lewisham 035C,E01003328,96,5,48,6,1,122,10,49,991,112,542
2021,Lewisham 033A,E01003329,61,4,67,7,2,113,2,53,880,95,476
2021,Lewisham 033B,E01003330,60,6,70,3,7,124,7,36,710,105,292
2021,Lewisham 033C,E01003331,74,5,72,0,0,118,3,38,671,90,271
2021,Lewisham 033D,E01003332,74,4,85,0,1,114,9,43,804,101,373
2021,Lewisham 035D,E01003333,70,7,60,3,0,128,3,35,786,92,388
2021,Lewisham 033E,E01003334,128,9,67,0,3,144,6,49,987,139,442
2021,Lewisham 035E,E01003335,74,4,76,2,16,78,7,70,702,118,257
2021,Lewisham 010A,E01003336,73,9,111,1,13,141,16,53,709,100,192
2021,Lewisham 010B,E01003337,58,5,81,6,5,119,8,43,618,115,178
2021,Lewisham 006A,E01003338,64,9,140,7,4,177,11,59,962,133,358
2021,Lewisham 006B,E01003339,55,10,94,3,2,167,4,53,925,132,405
2021,Lewisham 006C,E01003340,97,5,121,0,6,197,7,75,1318,133,677
2021,Lewisham 006D,E01003341,26,8,65,2,1,134,3,29,805,72,465
2021,Lewisham 010C,E01003342,38,5,69,1,3,161,6,49,1009,73,604
2021,Lewisham 006E,E01003343,42,5,79,6,0,138,4,24,800,94,408
2021,Lewisham 010D,E01003344,51,6,78,7,6,152,4,52,936,105,475
2021,Lewisham 010E,E01003345,67,13,98,3,4,161,3,87,1136,108,592
2021,Lewisham 026A,E01003346,115,9,113,3,1,123,11,35,766,121,235
2021,Lewisham 030A,E01003347,82,7,117,2,3,119,9,50,613,97,127
2021,Lewisham 030B,E01003348,98,5,129,6,1,131,7,42,818,170,229
2021,Lewisham 026B,E01003349,110,5,107,5,3,83,6,38,673,147,169
2021,Lewisham 030C,E01003350,75,11,99,4,3,97,5,45,582,104,139
2021,Lewisham 026C,E01003351,110,14,128,5,1,96,8,48,709,142,157
2021,Lewisham 030D,E01003352,132,11,135,3,2,149,11,61,939,173,262
2021,Lewisham 030E,E01003353,115,18,138,7,1,114,3,48,890,171,275
2021,Lewisham 026D,E01003354,134,12,114,4,2,126,7,62,993,186,346
2021,Merton 009A,E01003355,125,10,56,1,0,102,6,94,1205,88,723
2021,Merton 009B,E01003356,98,7,77,7,3,95,4,58,1070,100,621
2021,Merton 012A,E01003357,85,14,98,2,3,110,4,118,834,116,284
2021,Merton 009C,E01003358,110,9,58,5,0,89,6,74,1136,89,696
2021,Merton 006A,E01003359,102,12,49,2,2,126,2,84,1016,121,516
2021,Merton 006B,E01003360,113,7,61,5,5,79,1,84,1164,81,728
2021,Merton 015A,E01003361,105,17,93,5,1,98,6,64,873,131,353
2021,Merton 021A,E01003362,66,9,71,2,3,61,2,54,687,82,337
2021,Merton 021B,E01003363,93,10,92,4,0,97,7,51,840,124,362
2021,Merton 021C,E01003364,102,7,104,5,4,95,6,51,877,125,378
2021,Merton 021D,E01003365,60,7,92,2,0,68,3,44,695,96,323
2021,Merton 016A,E01003366,85,17,84,5,2,87,7,76,941,159,419
2021,Merton 008A,E01003368,87,10,80,5,5,122,5,83,933,182,354
2021,Merton 005B,E01003369,106,9,78,4,3,142,2,112,1080,127,497
2021,Merton 005C,E01003370,159,13,92,4,2,152,9,123,1248,163,531
2021,Merton 005D,E01003371,99,8,67,3,0,103,3,84,930,96,467
2021,Merton 008B,E01003372,98,7,77,0,9,128,8,94,919,187,311
2021,Merton 018A,E01003373,61,6,116,1,0,116,10,75,663,144,134
2021,Merton 022A,E01003374,102,11,142,0,9,126,6,65,827,151,215
2021,Merton 022B,E01003375,93,12,152,2,2,103,4,43,813,169,233
2021,Merton 012B,E01003376,94,13,108,4,6,98,3,89,769,182,172
2021,Merton 012C,E01003377,86,16,131,3,4,105,8,83,708,140,132
2021,Merton 018B,E01003378,117,14,170,4,8,140,6,114,1131,268,290
2021,Merton 018C,E01003379,101,17,173,1,4,155,5,90,882,170,166
2021,Merton 011A,E01003380,85,6,46,8,2,73,3,51,934,75,585
2021,Merton 016B,E01003381,95,8,65,8,1,78,2,37,985,102,589
2021,Merton 011B,E01003382,101,9,55,0,0,95,5,54,1044,89,636
2021,Merton 009D,E01003383,100,6,47,2,2,59,4,72,1018,82,644
2021,Merton 009E,E01003384,96,5,49,3,1,75,5,41,997,71,651
2021,Merton 011C,E01003385,60,5,37,3,0,46,4,38,826,48,585
2021,Merton 013A,E01003386,139,12,195,5,6,156,12,93,1157,283,256
2021,Merton 014A,E01003387,108,16,200,4,0,152,7,56,1008,197,268
2021,Merton 013B,E01003388,118,10,161,3,3,115,4,74,841,170,183
2021,Merton 013C,E01003389,118,14,136,4,4,139,7,77,907,199,209
2021,Merton 018D,E01003390,88,13,135,4,3,141,11,74,806,184,153
2021,Merton 014B,E01003391,53,8,87,7,2,94,0,39,501,118,93
2021,Merton 013D,E01003392,77,12,99,5,2,83,8,64,729,145,234
2021,Merton 008C,E01003393,107,7,109,5,1,110,6,87,964,184,348
2021,Merton 007A,E01003394,101,7,112,7,2,151,12,131,1106,256,327
2021,Merton 007B,E01003395,88,7,102,4,5,102,9,63,813,204,229
2021,Merton 007C,E01003396,85,9,87,1,0,86,10,64,839,124,373
2021,Merton 007D,E01003397,108,9,69,6,0,111,9,72,809,125,300
2021,Merton 007E,E01003398,108,8,126,7,7,147,9,69,999,181,337
2021,Merton 011D,E01003399,81,7,48,9,0,65,4,49,861,71,527
2021,Merton 003A,E01003400,83,11,35,4,2,77,3,52,895,60,568
2021,Merton 004A,E01003401,68,13,36,3,1,70,1,30,791,53,516
2021,Merton 004B,E01003402,87,5,33,1,1,59,6,31,760,43,494
2021,Merton 004C,E01003403,75,1,34,4,2,63,2,34,786,46,525
2021,Merton 004D,E01003404,101,10,59,6,4,88,1,33,1042,72,668
2021,Merton 018E,E01003405,130,12,203,6,3,159,10,131,1199,249,296
2021,Merton 008D,E01003406,89,11,104,2,2,108,2,113,945,216,298
2021,Merton 008E,E01003407,131,17,82,8,8,151,8,122,1141,213,401
2021,Merton 012D,E01003408,162,16,79,2,4,121,6,113,1204,217,484
2021,Merton 013E,E01003409,85,15,132,2,6,131,9,116,894,172,226
2021,Merton 012E,E01003410,113,8,105,2,3,91,6,77,810,170,235
2021,Merton 014C,E01003411,121,17,105,4,4,143,5,41,972,194,338
2021,Merton 014D,E01003412,109,8,137,3,3,136,7,47,863,191,222
2021,Merton 017A,E01003413,143,22,159,5,4,144,12,48,1085,216,332
2021,Merton 017B,E01003414,94,5,128,0,3,109,8,35,805,156,267
2021,Merton 017C,E01003415,170,14,179,8,1,157,10,53,1219,250,377
2021,Merton 017D,E01003416,119,11,125,6,2,98,11,44,862,208,238
2021,Merton 025A,E01003417,92,15,127,3,1,122,2,59,810,135,254
2021,Merton 025B,E01003418,77,10,113,6,2,129,4,54,763,129,239
2021,Merton 025C,E01003419,105,14,139,2,3,135,2,52,914,165,297
2021,Merton 025D,E01003420,66,15,125,8,0,127,2,37,770,148,242
2021,Merton 021E,E01003421,76,14,123,5,1,78,5,63,814,122,327
2021,Merton 025E,E01003422,68,13,113,3,1,74,1,52,706,119,262
2021,Merton 011E,E01003423,78,8,47,1,4,73,0,46,831,79,495
2021,Merton 015B,E01003424,68,9,44,1,1,59,4,41,720,50,443
2021,Merton 015C,E01003425,64,8,54,2,1,56,4,53,728,62,424
2021,Merton 015D,E01003426,98,11,82,3,3,83,8,38,909,129,454
2021,Merton 023A,E01003427,139,22,140,4,10,122,8,72,1016,190,309
2021,Merton 015E,E01003428,73,8,42,4,2,69,3,49,734,46,438
2021,Merton 019A,E01003429,99,23,141,8,4,110,6,33,845,200,221
2021,Merton 019B,E01003430,126,18,153,3,2,110,12,37,749,146,142
2021,Merton 019C,E01003431,101,11,144,1,2,113,7,63,761,160,159
2021,Merton 019D,E01003432,75,10,146,6,4,108,6,46,732,148,183
2021,Merton 019E,E01003433,99,13,142,0,2,110,4,36,757,175,176
2021,Merton 017E,E01003434,88,13,117,7,2,99,11,32,755,166,220
2021,Merton 014E,E01003435,125,18,193,4,4,124,10,44,1005,174,309
2021,Merton 023B,E01003436,82,10,129,3,4,119,5,59,830,166,253
2021,Merton 022C,E01003437,101,12,174,2,6,127,4,70,1034,234,304
2021,Merton 024A,E01003438,117,9,152,3,2,132,6,77,880,172,210
2021,Merton 023C,E01003439,113,14,88,1,1,98,1,71,825,204,234
2021,Merton 022D,E01003440,92,7,126,3,4,113,4,62,778,155,212
2021,Merton 022E,E01003441,90,14,168,3,3,131,7,68,886,177,225
2021,Merton 010A,E01003442,67,7,45,2,4,52,4,37,772,43,511
2021,Merton 010B,E01003443,50,6,48,0,3,42,4,33,772,38,548
2021,Merton 010C,E01003444,82,8,52,2,1,62,1,44,831,62,517
2021,Merton 010D,E01003445,70,8,77,5,0,90,5,43,911,93,520
2021,Merton 016C,E01003446,127,14,103,8,0,90,5,71,1118,110,590
2021,Merton 016D,E01003447,98,7,90,8,2,109,6,73,823,127,303
2021,Merton 023D,E01003448,149,20,180,5,5,134,8,89,1239,232,417
2021,Merton 024B,E01003449,98,12,143,6,7,93,6,70,924,203,286
2021,Merton 024C,E01003450,91,9,128,0,4,113,5,102,827,164,211
2021,Merton 024D,E01003451,115,19,148,1,3,99,9,74,931,155,308
2021,Merton 024E,E01003452,161,16,149,10,2,143,3,96,1022,208,234
2021,Merton 023E,E01003453,114,17,121,4,5,90,7,73,917,222,264
2021,Merton 003B,E01003454,63,3,34,3,0,75,3,48,780,71,480
2021,Merton 005E,E01003455,110,14,77,2,0,117,9,105,1098,133,531
2021,Merton 003C,E01003456,100,3,51,6,2,76,3,62,963,68,592
2021,Merton 006C,E01003457,75,6,40,1,2,68,3,41,879,52,591
2021,Merton 006D,E01003458,106,12,62,3,0,86,5,54,1078,88,662
2021,Merton 006E,E01003459,119,11,90,7,7,128,11,120,1268,119,656
2021,Merton 002A,E01003460,67,5,37,0,0,50,3,31,624,45,386
2021,Merton 004E,E01003461,66,10,47,5,2,55,6,40,830,42,557
2021,Merton 002B,E01003462,48,5,31,0,0,37,6,33,599,51,388
2021,Merton 010E,E01003463,62,2,46,3,1,63,3,26,672,48,418
2021,Merton 002C,E01003464,41,6,31,1,1,35,2,20,564,56,371
2021,Merton 002D,E01003465,43,1,23,2,1,43,0,14,534,28,379
2021,Merton 020A,E01003466,102,9,82,2,2,72,4,44,907,104,486
2021,Merton 020B,E01003467,79,13,73,4,2,82,3,41,871,76,498
2021,Merton 020C,E01003468,92,6,84,3,0,74,7,47,896,111,472
2021,Merton 020D,E01003469,118,11,104,8,4,81,6,100,890,144,314
2021,Merton 020E,E01003470,130,9,130,11,3,123,3,70,1050,135,436
2021,Merton 016E,E01003471,102,13,95,3,2,86,2,56,897,90,448
2021,Merton 001A,E01003472,43,0,39,0,0,77,2,16,691,38,476
