date,geography,geography code,Age of arrival in the UK: Arrived in the UK,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years,Age of arrival in the UK: Arrived in the UK: Aged 15 years,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over,Age of arrival in the UK: Born in the UK,Age of arrival in the UK: Total: All usual residents
2021,Bexley 013B,E01000453,275,30,16,11,13,13,46,52,67,8,7,1,3,2,6,0,0,1206,1481
2021,Bexley 013C,E01000454,411,37,38,4,9,19,80,53,115,17,14,4,4,0,17,0,0,1216,1627
2021,Bexley 013D,E01000455,472,36,31,11,19,20,97,91,101,14,18,4,18,0,12,0,0,1324,1796
2021,Bexley 013E,E01000456,279,27,12,2,8,19,62,67,48,12,10,0,5,1,6,0,0,1141,1420
2021,Bexley 026D,E01000457,387,38,28,6,14,25,71,81,86,15,10,0,2,1,10,0,0,1785,2172
2021,Bexley 027E,E01000458,177,14,9,0,10,9,51,25,35,4,11,3,1,1,4,0,0,1363,1540
2021,Bexley 027F,E01000459,293,31,11,4,11,10,67,61,67,8,11,0,3,0,9,0,0,1576,1869
2021,Bexley 022E,E01000460,146,28,9,2,1,8,27,25,32,5,6,1,0,0,2,0,0,1114,1260
2021,Bexley 024E,E01000461,215,38,9,1,10,15,43,48,33,4,6,1,0,4,3,0,0,1427,1642
2021,Bexley 026E,E01000462,386,44,27,2,24,37,63,78,76,15,11,3,1,0,5,0,0,1670,2056
2021,Bexley 025E,E01000463,152,16,12,4,3,13,29,29,28,5,9,0,2,0,2,0,0,1100,1252
2021,Bexley 002D,E01000464,636,50,47,10,21,25,72,108,208,33,27,5,6,0,24,0,0,883,1519
2021,Bexley 002E,E01000465,562,37,36,16,28,15,96,92,150,39,24,3,3,5,18,0,0,1127,1689
2021,Bexley 001A,E01000466,749,66,48,14,30,41,109,112,223,44,31,6,0,1,24,0,0,967,1716
2021,Bexley 001B,E01000467,691,58,50,8,19,26,111,143,177,31,21,6,7,2,30,1,1,984,1675
2021,Bexley 001C,E01000468,1377,115,89,21,44,54,226,251,390,85,58,5,7,0,32,0,0,1555,2932
2021,Bexley 001D,E01000469,808,71,38,17,27,33,126,151,230,55,35,1,2,0,22,0,0,929,1737
2021,Bexley 002F,E01000470,470,42,26,10,17,23,76,86,120,26,23,1,7,0,13,0,0,838,1308
2021,Brent 026A,E01000471,1148,55,90,12,54,61,208,201,271,89,51,9,9,2,36,0,0,575,1723
2021,Brent 029A,E01000472,1555,99,75,32,45,91,322,277,416,98,59,8,8,2,23,0,0,848,2403
2021,Brent 029B,E01000473,1919,113,181,35,99,127,287,269,485,130,100,10,16,4,62,1,0,787,2706
2021,Brent 026B,E01000474,1459,103,128,25,65,72,281,228,350,77,65,5,13,5,42,0,0,813,2272
2021,Brent 029C,E01000475,1387,94,101,24,58,96,289,250,296,81,42,8,8,2,38,0,0,736,2123
2021,Brent 026C,E01000476,1568,94,138,41,73,115,330,225,331,103,46,10,6,1,55,0,0,629,2197
2021,Brent 026D,E01000477,1731,118,148,31,71,118,250,228,447,99,122,15,18,4,62,0,0,641,2372
2021,Brent 029D,E01000478,1706,115,125,33,72,109,312,280,422,108,73,12,9,1,35,0,0,824,2530
2021,Brent 009A,E01000479,915,65,81,19,40,64,164,136,202,44,47,4,11,1,36,1,0,843,1758
2021,Brent 006A,E01000480,979,77,85,17,26,52,197,175,200,60,43,11,11,0,25,0,0,710,1689
2021,Brent 009B,E01000481,952,77,71,12,30,59,193,177,206,50,46,6,6,2,16,1,0,680,1632
2021,Brent 009D,E01000483,1088,95,80,11,36,77,178,181,273,71,37,7,6,1,34,1,0,763,1851
2021,Brent 006B,E01000484,765,58,55,12,37,55,166,127,162,28,31,4,3,2,25,0,0,997,1762
2021,Brent 006C,E01000485,927,73,74,13,43,49,138,123,255,60,43,10,20,2,22,1,1,677,1604
2021,Brent 006D,E01000486,978,91,81,19,57,62,174,158,186,53,47,8,10,4,28,0,0,721,1699
2021,Brent 006E,E01000487,1275,87,97,25,48,72,219,218,289,106,47,11,25,2,28,1,0,712,1987
2021,Brent 022A,E01000488,882,53,37,20,33,63,185,180,188,57,29,3,6,5,23,0,0,767,1649
2021,Brent 030A,E01000489,836,63,43,11,20,50,160,166,210,47,20,10,6,2,28,0,0,895,1731
2021,Brent 023A,E01000490,910,27,26,13,22,50,224,212,252,34,23,2,5,0,20,0,0,861,1771
2021,Brent 030B,E01000491,959,72,47,12,34,62,197,195,212,51,34,11,12,3,17,0,0,1109,2068
2021,Brent 030C,E01000492,546,52,35,9,28,49,114,99,102,20,18,5,3,0,12,0,0,729,1275
2021,Brent 030D,E01000493,646,43,43,15,41,41,149,135,105,29,16,2,3,4,20,0,0,953,1599
2021,Brent 023B,E01000494,944,53,41,13,44,72,211,174,188,73,28,13,11,2,18,2,1,818,1762
2021,Brent 023C,E01000495,831,71,36,15,34,69,145,184,181,50,18,3,8,2,15,0,0,760,1591
2021,Brent 011A,E01000497,1256,87,59,15,43,95,289,197,278,84,51,12,5,1,40,0,0,816,2072
2021,Brent 010B,E01000498,991,77,93,22,44,71,180,132,192,53,64,3,5,8,40,7,0,691,1682
2021,Brent 011B,E01000499,1059,85,84,23,34,65,184,174,242,54,63,4,5,5,37,0,0,839,1898
2021,Brent 011C,E01000501,983,74,66,29,63,67,234,139,178,44,54,4,2,1,28,0,0,1048,2031
2021,Brent 011D,E01000502,965,79,62,21,56,72,203,177,175,32,37,10,8,2,31,0,0,917,1882
2021,Brent 011E,E01000503,1091,78,77,13,45,79,230,195,254,46,40,5,7,1,19,2,0,1002,2093
2021,Brent 018A,E01000504,804,42,35,11,42,64,175,174,183,32,25,1,4,2,14,0,0,995,1799
2021,Brent 018B,E01000505,772,51,49,12,29,58,205,168,112,32,22,2,4,1,27,0,0,908,1680
2021,Brent 014A,E01000506,1013,68,58,11,37,81,187,185,253,65,24,10,6,2,26,0,0,647,1660
2021,Brent 018C,E01000507,837,52,44,8,24,62,184,177,200,35,24,2,3,5,16,0,1,780,1617
2021,Brent 025A,E01000508,1231,83,112,32,71,77,193,200,295,74,36,5,10,0,43,0,0,1379,2610
2021,Brent 014B,E01000509,908,84,89,15,52,68,190,123,180,48,31,4,2,0,22,0,0,530,1438
2021,Brent 014C,E01000510,1082,91,64,15,62,61,210,177,234,64,49,13,9,1,31,1,0,590,1672
2021,Brent 014D,E01000511,898,76,48,14,40,78,193,145,211,33,38,3,4,0,15,0,0,870,1768
2021,Brent 018D,E01000512,787,53,44,11,24,51,187,148,167,49,24,5,6,5,13,0,0,915,1702
2021,Brent 002A,E01000513,934,66,74,14,52,70,184,148,188,57,43,3,9,3,23,0,0,745,1679
2021,Brent 002B,E01000514,880,68,74,20,47,74,178,147,186,25,29,3,2,3,24,0,0,691,1571
2021,Brent 003A,E01000515,1051,78,76,16,46,59,178,188,262,67,36,6,4,0,34,0,1,822,1873
2021,Brent 002C,E01000516,1471,123,91,19,69,114,285,264,348,57,53,4,14,3,27,0,0,877,2348
2021,Brent 003B,E01000517,926,70,73,16,35,106,186,136,180,40,40,6,8,1,29,0,0,694,1620
2021,Brent 005A,E01000518,1095,84,80,22,49,89,232,177,222,54,44,7,9,1,25,0,0,820,1915
